time_s,os_var1,os_var2,os_var3,os_var5,os_var4,os_var6,os_var7,os_var8,vicon_var1,vicon_var2,vicon_var3,vicon_var5,vicon_var4,vicon_var6,vicon_var7,vicon_var8
3.35417,53.261,-18.521,-49.091,19.204,57.001,-52.607,20.962,-46.008,8.851,-8.805,39.115,65.871,11.958,-85.034,-27.108,-6.721
3.35833,53.187,-18.045,-48.798,18.833,57.005,-52.212,20.753,-46.346,8.793,-8.869,39.044,65.617,11.969,-85.225,-27.054,-6.679
3.36250,53.190,-17.350,-48.513,18.407,57.001,-51.790,20.568,-46.708,8.739,-8.930,38.975,65.362,11.972,-85.416,-27.010,-6.633
3.36667,53.224,-16.417,-48.346,18.206,56.994,-51.343,20.375,-47.063,8.688,-8.989,38.908,65.107,11.966,-85.606,-26.978,-6.584
3.37083,53.092,-15.981,-48.080,17.949,56.981,-50.883,20.183,-47.421,8.640,-9.045,38.844,64.854,11.948,-85.795,-26.957,-6.532
3.37500,53.017,-15.198,-47.840,17.571,56.925,-50.367,20.037,-47.808,8.597,-9.100,38.783,64.601,11.918,-85.983,-26.948,-6.478
3.37917,53.050,-14.307,-47.735,17.433,56.924,-49.913,19.819,-48.152,8.557,-9.152,38.726,64.349,11.874,-86.171,-26.950,-6.423
3.38333,53.144,-13.434,-47.620,17.345,56.893,-49.405,19.601,-48.532,8.521,-9.204,38.672,64.100,11.817,-86.359,-26.963,-6.366
3.38750,53.022,-12.675,-47.433,17.128,56.772,-48.673,19.520,-48.975,8.488,-9.254,38.623,63.852,11.747,-86.546,-26.988,-6.309
3.39167,52.936,-12.126,-47.154,16.818,56.750,-48.212,19.273,-49.346,8.459,-9.304,38.578,63.605,11.665,-86.733,-27.023,-6.252
3.39583,52.873,-11.432,-46.962,16.595,56.691,-47.454,19.060,-49.755,8.435,-9.354,38.538,63.361,11.573,-86.919,-27.068,-6.196
3.40000,53.021,-10.294,-47.006,16.726,56.630,-46.924,18.816,-50.136,8.414,-9.404,38.502,63.119,11.471,-87.104,-27.122,-6.141
3.40417,52.879,-9.517,-46.847,16.552,56.539,-46.354,18.577,-50.530,8.397,-9.456,38.471,62.878,11.363,-87.290,-27.186,-6.087
3.40833,52.795,-8.710,-46.731,16.454,56.443,-45.754,18.334,-50.931,8.385,-9.509,38.444,62.641,11.250,-87.474,-27.257,-6.034
3.41250,52.713,-8.235,-46.517,16.291,56.310,-44.759,18.137,-51.385,8.377,-9.564,38.421,62.405,11.134,-87.658,-27.335,-5.982
3.41667,52.640,-7.960,-46.378,16.297,56.205,-44.210,17.867,-51.789,8.374,-9.622,38.402,62.171,11.018,-87.840,-27.420,-5.930
3.42083,52.707,-6.260,-46.467,16.339,56.087,-43.611,17.608,-52.193,8.375,-9.684,38.386,61.939,10.904,-88.021,-27.510,-5.880
3.42500,52.575,-5.870,-46.287,16.252,55.907,-42.923,17.347,-52.634,8.381,-9.750,38.372,61.709,10.794,-88.201,-27.605,-5.831
3.42917,52.410,-5.165,-46.150,16.074,55.776,-42.248,17.077,-53.042,8.393,-9.820,38.361,61.482,10.689,-88.379,-27.703,-5.783
3.43333,52.197,-3.958,-46.374,16.352,55.627,-41.585,16.805,-53.458,8.409,-9.897,38.352,61.256,10.593,-88.556,-27.803,-5.735
3.43750,52.121,-3.537,-46.199,16.269,55.507,-40.957,16.514,-53.873,8.430,-9.980,38.344,61.032,10.506,-88.730,-27.903,-5.688
3.44167,51.988,-2.348,-46.351,16.473,55.333,-40.330,16.242,-54.283,8.456,-10.070,38.337,60.809,10.429,-88.904,-28.004,-5.642
3.44583,51.828,-1.945,-46.192,16.385,55.147,-39.714,15.963,-54.681,8.488,-10.167,38.330,60.588,10.364,-89.075,-28.102,-5.597
3.45000,51.535,-1.078,-46.324,16.532,54.990,-38.950,15.681,-55.102,8.526,-10.273,38.322,60.367,10.309,-89.245,-28.199,-5.551
3.45417,51.382,-0.648,-46.224,16.504,54.818,-38.386,15.433,-55.460,8.568,-10.387,38.313,60.147,10.266,-89.413,-28.291,-5.506
3.45833,51.203,0.133,-46.422,16.726,54.666,-37.846,15.227,-55.767,8.616,-10.509,38.303,59.927,10.232,-89.579,-28.379,-5.460
3.46250,50.733,0.939,-46.594,16.914,54.523,-37.304,15.088,-55.922,8.670,-10.640,38.292,59.707,10.206,-89.744,-28.463,-5.415
3.46667,29.665,-11.118,-53.668,20.872,54.364,-36.604,15.041,-56.066,8.728,-10.779,38.278,59.486,10.186,-89.908,-28.540,-5.369
3.47083,29.452,-10.698,-53.531,20.804,54.343,-35.227,15.070,-56.066,8.791,-10.926,38.261,59.265,10.171,-90.071,-28.612,-5.323
3.47500,29.253,-10.136,-53.456,20.806,54.124,-34.299,15.125,-56.138,8.859,-11.081,38.242,59.042,10.158,-90.233,-28.678,-5.276
3.47917,29.067,-9.646,-53.356,20.792,54.036,-33.247,15.220,-56.160,8.931,-11.243,38.219,58.818,10.144,-90.395,-28.737,-5.228
3.48333,28.822,-9.215,-53.213,20.759,53.912,-32.211,15.289,-56.179,9.007,-11.413,38.193,58.592,10.127,-90.556,-28.790,-5.180
3.48750,28.612,-8.667,-53.162,20.798,53.805,-31.194,15.373,-56.184,9.086,-11.590,38.163,58.364,10.104,-90.717,-28.838,-5.131
3.49167,28.407,-8.246,-52.975,20.733,53.721,-30.202,15.469,-56.174,9.169,-11.775,38.130,58.134,10.074,-90.878,-28.879,-5.082
3.49583,28.083,-7.853,-52.833,20.710,53.622,-29.219,15.576,-56.165,9.254,-11.965,38.093,57.903,10.034,-91.039,-28.915,-5.032
3.50000,27.940,-7.155,-52.831,20.782,53.734,-27.950,15.658,-56.074,9.342,-12.163,38.054,57.669,9.982,-91.201,-28.946,-4.982
3.50417,27.403,-6.789,-52.627,20.661,53.663,-27.088,15.780,-56.037,9.431,-12.367,38.011,57.434,9.916,-91.364,-28.972,-4.932
3.50833,27.204,-6.363,-52.468,20.618,53.380,-26.221,15.892,-56.108,9.521,-12.577,37.966,57.197,9.838,-91.527,-28.993,-4.883
3.51250,26.839,-5.902,-52.368,20.626,53.535,-25.177,15.986,-55.954,9.612,-12.794,37.918,56.958,9.745,-91.692,-29.012,-4.833
3.51667,26.571,-5.458,-52.203,20.549,53.449,-24.287,16.083,-55.934,9.703,-13.016,37.867,56.719,9.638,-91.857,-29.027,-4.785
3.52083,26.267,-5.012,-52.097,20.591,53.368,-23.481,16.179,-55.932,9.792,-13.243,37.814,56.479,9.519,-92.023,-29.039,-4.737
3.52500,25.993,-4.713,-51.910,20.509,53.245,-22.436,16.206,-55.964,9.881,-13.476,37.759,56.239,9.388,-92.190,-29.049,-4.689
3.52917,25.778,-4.252,-51.727,20.427,53.163,-21.675,16.277,-55.952,9.968,-13.714,37.702,55.998,9.249,-92.358,-29.058,-4.641
3.53333,25.710,-3.571,-51.636,20.474,53.088,-21.120,16.314,-55.938,10.053,-13.957,37.642,55.760,9.104,-92.526,-29.065,-4.593
3.53750,25.581,-3.330,-51.498,20.535,52.966,-20.362,16.324,-55.993,10.137,-14.205,37.581,55.523,8.956,-92.694,-29.072,-4.544
3.54167,25.401,-2.624,-51.375,20.483,52.880,-19.820,16.329,-56.005,10.217,-14.459,37.517,55.288,8.808,-92.860,-29.078,-4.494
3.54583,25.499,-2.069,-51.266,20.520,52.781,-19.302,16.312,-56.046,10.296,-14.716,37.452,55.057,8.664,-93.026,-29.083,-4.444
3.55000,25.402,-1.661,-51.086,20.476,52.660,-18.740,16.277,-56.118,10.372,-14.979,37.385,54.830,8.526,-93.190,-29.089,-4.391
3.55417,24.901,-1.412,-50.993,20.445,52.512,-18.460,16.234,-56.245,10.447,-15.246,37.317,54.607,8.397,-93.351,-29.095,-4.338
3.55833,25.001,-0.780,-50.661,20.231,52.455,-17.850,16.247,-56.240,10.519,-15.517,37.250,54.390,8.281,-93.510,-29.102,-4.283
3.56250,24.822,-0.744,-50.660,20.450,52.295,-17.574,16.222,-56.370,10.589,-15.791,37.182,54.179,8.178,-93.665,-29.109,-4.228
3.56667,24.134,-0.017,-50.431,20.270,52.200,-17.083,16.244,-56.426,10.657,-16.066,37.116,53.976,8.090,-93.816,-29.118,-4.172
3.57083,23.871,0.135,-50.348,20.287,52.124,-16.601,16.259,-56.465,10.723,-16.342,37.052,53.782,8.018,-93.962,-29.127,-4.117
3.57500,23.757,0.754,-50.194,20.240,52.166,-15.566,16.277,-56.383,10.787,-16.618,36.991,53.595,7.963,-94.103,-29.137,-4.062
3.57917,23.555,0.746,-50.214,20.427,52.095,-14.894,16.285,-56.463,10.848,-16.891,36.934,53.419,7.923,-94.238,-29.149,-4.008
3.58333,23.582,1.593,-49.975,20.247,52.009,-14.832,16.274,-56.566,10.907,-17.158,36.881,53.253,7.898,-94.366,-29.161,-3.957
3.58750,23.348,1.837,-49.870,20.198,51.946,-14.627,16.289,-56.598,10.963,-17.418,36.833,53.099,7.887,-94.486,-29.174,-3.908
3.59167,23.325,2.384,-49.776,20.249,51.959,-13.985,16.354,-56.501,11.016,-17.668,36.791,52.956,7.887,-94.599,-29.188,-3.863
3.59583,22.849,2.725,-49.627,20.161,51.893,-14.051,16.327,-56.655,11.066,-17.904,36.754,52.825,7.898,-94.704,-29.202,-3.822
3.60000,22.756,2.955,-49.522,20.157,51.846,-13.972,16.335,-56.689,11.111,-18.125,36.723,52.707,7.916,-94.799,-29.215,-3.785
3.60417,22.810,3.239,-49.456,20.163,51.821,-13.889,16.345,-56.721,11.152,-18.327,36.697,52.603,7.940,-94.884,-29.229,-3.753
3.60833,22.772,3.571,-49.436,20.219,51.803,-13.807,16.355,-56.745,11.188,-18.508,36.677,52.513,7.967,-94.958,-29.242,-3.726
3.61250,22.735,3.819,-49.345,20.171,51.790,-13.725,16.366,-56.760,11.218,-18.664,36.661,52.436,7.995,-95.021,-29.254,-3.704
3.61667,22.705,3.479,-49.551,20.421,51.813,-13.250,16.404,-56.713,11.243,-18.795,36.649,52.373,8.021,-95.073,-29.264,-3.686
3.62083,22.702,4.182,-49.313,20.230,51.801,-13.324,16.375,-56.789,11.263,-18.899,36.640,52.325,8.045,-95.114,-29.273,-3.672
3.62500,22.690,4.205,-49.308,20.243,51.788,-13.353,16.386,-56.790,11.277,-18.976,36.634,52.289,8.063,-95.144,-29.280,-3.662
3.62917,22.684,4.235,-49.281,20.260,51.791,-13.333,16.366,-56.802,11.286,-19.028,36.631,52.265,8.077,-95.164,-29.284,-3.656
3.63333,22.647,4.285,-49.297,20.272,51.787,-13.289,16.389,-56.770,11.292,-19.057,36.629,52.252,8.085,-95.175,-29.287,-3.652
3.63750,22.638,4.302,-49.288,20.276,51.795,-13.269,16.383,-56.773,11.294,-19.069,36.628,52.247,8.088,-95.179,-29.288,-3.651
3.64167,22.635,4.310,-49.281,20.279,51.800,-13.245,16.376,-56.778,11.294,-19.072,36.628,52.245,8.089,-95.180,-29.289,-3.651
