time_s,os_var1,os_var2,os_var3,os_var5,os_var4,os_var6,os_var7,os_var8,vicon_var1,vicon_var2,vicon_var3,vicon_var5,vicon_var4,vicon_var6,vicon_var7,vicon_var8
0.00000,58.724,-27.841,-44.676,72.072,58.474,-62.836,22.924,-68.981,39.513,-3.711,21.638,101.740,6.109,78.554,11.238,-3.357
0.00417,58.489,-27.857,-44.767,72.140,58.476,-62.875,22.920,-69.011,39.501,-3.671,21.645,101.746,6.186,78.550,11.242,-3.349
0.00833,58.516,-27.890,-44.785,72.138,58.487,-62.942,22.942,-69.000,39.488,-3.626,21.652,101.754,6.273,78.545,11.248,-3.341
0.01250,58.581,-27.890,-44.834,72.171,58.482,-63.062,22.940,-69.022,39.476,-3.575,21.661,101.762,6.372,78.540,11.255,-3.332
0.01667,58.654,-27.876,-44.885,72.213,58.490,-63.109,22.948,-69.044,39.463,-3.519,21.671,101.770,6.482,78.534,11.264,-3.324
0.02083,58.626,-27.968,-44.885,72.182,58.522,-63.160,22.931,-69.067,39.451,-3.457,21.682,101.779,6.602,78.528,11.274,-3.316
0.02500,58.636,-27.981,-44.957,72.234,58.519,-63.234,22.943,-69.071,39.441,-3.392,21.694,101.787,6.733,78.521,11.285,-3.308
0.02917,58.850,-27.896,-44.998,72.262,58.508,-63.225,22.903,-69.081,39.432,-3.322,21.707,101.795,6.875,78.515,11.298,-3.299
0.03333,58.477,-28.102,-45.037,72.255,58.532,-63.229,22.845,-69.132,39.425,-3.248,21.722,101.803,7.027,78.508,11.312,-3.291
0.03750,58.449,-28.191,-45.072,72.255,58.517,-63.225,22.811,-69.142,39.420,-3.170,21.738,101.810,7.191,78.501,11.327,-3.283
0.04167,58.472,-28.243,-45.102,72.243,58.527,-63.267,22.785,-69.209,39.418,-3.090,21.755,101.818,7.365,78.494,11.343,-3.274
0.04583,58.417,-28.281,-45.176,72.296,58.513,-63.263,22.735,-69.223,39.418,-3.006,21.773,101.825,7.549,78.487,11.360,-3.266
0.05000,58.306,-28.353,-45.235,72.316,58.502,-63.264,22.712,-69.233,39.420,-2.920,21.793,101.833,7.745,78.481,11.378,-3.257
0.05417,58.539,-28.340,-45.310,72.362,58.530,-63.290,22.660,-69.291,39.426,-2.831,21.814,101.842,7.951,78.474,11.398,-3.248
0.05833,58.264,-28.528,-45.313,72.321,58.526,-63.316,22.628,-69.313,39.434,-2.740,21.836,101.852,8.167,78.469,11.419,-3.239
0.06250,58.175,-28.586,-45.373,72.343,58.514,-63.317,22.602,-69.320,39.445,-2.646,21.859,101.864,8.392,78.464,11.441,-3.229
0.06667,58.097,-28.674,-45.429,72.373,58.552,-63.339,22.544,-69.360,39.458,-2.551,21.884,101.879,8.625,78.459,11.465,-3.218
0.07083,58.079,-28.779,-45.455,72.357,58.644,-63.751,22.741,-69.341,39.474,-2.455,21.910,101.897,8.863,78.456,11.490,-3.206
0.07500,58.001,-28.866,-45.517,72.399,58.664,-63.733,22.661,-69.337,39.492,-2.358,21.937,101.919,9.107,78.453,11.516,-3.194
0.07917,58.119,-28.780,-45.645,72.524,58.652,-63.728,22.625,-69.329,39.512,-2.260,21.965,101.946,9.354,78.453,11.544,-3.181
0.08333,58.078,-28.490,-45.811,72.614,58.702,-63.721,22.528,-69.365,39.534,-2.161,21.995,101.979,9.599,78.453,11.573,-3.167
0.08750,57.845,-29.145,-45.674,72.493,58.712,-63.748,22.468,-69.377,39.557,-2.063,22.025,102.018,9.843,78.455,11.602,-3.152
0.09167,57.919,-29.047,-45.823,72.658,58.729,-63.784,22.428,-69.392,39.580,-1.966,22.056,102.063,10.081,78.460,11.633,-3.136
0.09583,58.102,-28.893,-45.881,72.676,58.717,-63.782,22.405,-69.365,39.603,-1.869,22.088,102.113,10.312,78.466,11.663,-3.119
0.10000,57.803,-29.268,-45.919,72.733,58.744,-63.781,22.299,-69.391,39.625,-1.774,22.120,102.169,10.532,78.474,11.694,-3.102
0.10417,57.743,-29.437,-45.947,72.752,58.733,-63.782,22.279,-69.365,39.646,-1.680,22.153,102.231,10.739,78.484,11.725,-3.083
0.10833,57.648,-29.617,-45.969,72.772,58.776,-64.025,22.250,-69.384,39.663,-1.589,22.186,102.297,10.930,78.497,11.755,-3.064
0.11250,57.844,-29.401,-46.129,72.952,58.765,-64.016,22.231,-69.353,39.676,-1.500,22.220,102.367,11.105,78.512,11.784,-3.045
0.11667,57.771,-29.593,-46.175,73.020,58.778,-64.003,22.115,-69.362,39.685,-1.415,22.253,102.442,11.260,78.528,11.812,-3.025
0.12083,57.749,-29.731,-46.236,73.073,58.767,-64.002,22.092,-69.340,39.687,-1.333,22.287,102.519,11.395,78.548,11.838,-3.005
0.12500,57.770,-29.854,-46.261,73.082,58.762,-64.017,21.988,-69.332,39.683,-1.255,22.320,102.600,11.508,78.568,11.862,-2.985
0.12917,57.806,-29.675,-46.458,73.335,58.753,-64.024,21.972,-69.316,39.671,-1.181,22.353,102.684,11.599,78.591,11.884,-2.965
0.13333,57.731,-30.089,-46.358,73.182,58.742,-64.115,21.860,-69.315,39.650,-1.112,22.385,102.769,11.665,78.616,11.902,-2.945
0.13750,57.769,-30.230,-46.362,73.181,58.734,-64.118,21.857,-69.299,39.620,-1.048,22.415,102.857,11.708,78.642,11.918,-2.925
0.14167,57.789,-30.314,-46.458,73.279,58.783,-64.513,21.852,-69.204,39.580,-0.988,22.444,102.946,11.726,78.669,11.930,-2.907
0.14583,57.792,-30.296,-46.582,73.390,58.787,-64.605,21.817,-69.171,39.530,-0.932,22.472,103.037,11.721,78.697,11.938,-2.889
0.15000,57.869,-30.451,-46.609,73.414,58.770,-64.664,21.763,-69.132,39.471,-0.881,22.497,103.129,11.693,78.726,11.943,-2.872
0.15417,58.082,-30.491,-46.688,73.502,58.735,-64.709,21.686,-69.111,39.402,-0.834,22.521,103.224,11.643,78.756,11.944,-2.855
0.15833,58.160,-30.528,-46.753,73.542,58.697,-64.751,21.629,-69.092,39.324,-0.789,22.542,103.319,11.572,78.786,11.942,-2.840
0.16250,58.437,-30.589,-46.757,73.573,58.657,-64.792,21.568,-69.067,39.237,-0.748,22.562,103.417,11.481,78.817,11.936,-2.826
0.16667,58.575,-30.708,-46.855,73.636,58.599,-64.819,21.501,-69.051,39.142,-0.709,22.579,103.517,11.373,78.847,11.927,-2.813
0.17083,58.852,-30.639,-46.905,73.727,58.554,-64.835,21.465,-69.014,39.041,-0.671,22.595,103.619,11.251,78.877,11.915,-2.800
0.17500,58.645,-30.750,-46.975,73.757,58.508,-64.934,21.432,-68.984,38.933,-0.634,22.608,103.724,11.115,78.907,11.900,-2.789
0.17917,58.947,-30.767,-47.017,73.794,58.442,-64.926,21.340,-68.996,38.821,-0.597,22.620,103.831,10.969,78.936,11.883,-2.778
0.18333,59.197,-30.795,-47.087,73.888,58.406,-64.985,21.325,-68.962,38.705,-0.560,22.630,103.941,10.817,78.965,11.864,-2.768
0.18750,59.466,-30.806,-47.120,73.960,58.350,-65.004,21.265,-68.951,38.585,-0.522,22.639,104.053,10.661,78.994,11.844,-2.758
0.19167,59.319,-30.852,-47.232,74.043,58.287,-65.085,21.234,-68.935,38.464,-0.482,22.646,104.169,10.504,79.021,11.821,-2.748
0.19583,59.667,-30.846,-47.261,74.114,58.227,-65.101,21.186,-68.941,38.343,-0.440,22.652,104.287,10.349,79.049,11.798,-2.739
0.20000,59.948,-30.913,-47.303,74.176,58.195,-65.163,21.177,-68.906,38.222,-0.396,22.657,104.408,10.199,79.075,11.773,-2.729
0.20417,59.962,-30.985,-47.344,74.232,58.118,-65.192,21.138,-68.922,38.102,-0.349,22.660,104.532,10.055,79.102,11.747,-2.720
0.20833,60.325,-30.901,-47.425,74.391,58.072,-65.200,21.108,-68.916,37.984,-0.298,22.662,104.658,9.921,79.128,11.721,-2.710
0.21250,60.539,-31.055,-47.437,74.462,58.027,-65.234,21.103,-68.912,37.869,-0.244,22.663,104.786,9.798,79.154,11.693,-2.701
0.21667,60.457,-30.950,-47.559,74.599,57.995,-65.269,21.080,-68.890,37.757,-0.187,22.662,104.917,9.688,79.180,11.665,-2.691
0.22083,60.822,-30.954,-47.584,74.707,57.936,-65.291,21.074,-68.907,37.648,-0.127,22.660,105.050,9.591,79.207,11.636,-2.682
0.22500,61.029,-30.994,-47.641,74.812,57.899,-65.323,21.081,-68.895,37.542,-0.064,22.657,105.185,9.507,79.234,11.606,-2.672
0.22917,61.068,-31.000,-47.708,74.938,57.870,-65.356,21.075,-68.897,37.439,0.001,22.652,105.322,9.437,79.262,11.575,-2.663
0.23333,61.316,-30.929,-47.801,75.116,57.846,-65.372,21.084,-68.881,37.340,0.069,22.646,105.461,9.380,79.290,11.542,-2.654
0.23750,61.444,-31.050,-47.832,75.213,57.818,-65.395,21.093,-68.890,37.242,0.139,22.639,105.602,9.335,79.321,11.509,-2.644
0.24167,61.733,-31.066,-47.854,75.337,57.809,-65.426,21.107,-68.874,37.148,0.210,22.631,105.746,9.300,79.352,11.474,-2.635
0.24583,62.020,-31.040,-47.903,75.500,57.781,-65.461,21.144,-68.853,37.055,0.282,22.621,105.891,9.274,79.386,11.438,-2.626
0.25000,62.061,-31.072,-47.954,75.612,57.789,-65.482,21.156,-68.843,36.963,0.356,22.611,106.039,9.254,79.422,11.400,-2.617
0.25417,62.434,-31.078,-47.982,75.744,57.789,-65.610,21.138,-68.869,36.872,0.429,22.600,106.189,9.239,79.460,11.360,-2.607
0.25833,62.422,-31.146,-48.041,75.875,57.773,-65.565,21.205,-68.812,36.781,0.503,22.589,106.340,9.226,79.501,11.318,-2.598
0.26250,62.721,-31.105,-48.105,76.064,57.783,-65.635,21.301,-68.774,36.691,0.577,22.576,106.493,9.215,79.545,11.275,-2.589
0.26667,62.861,-31.094,-48.161,76.226,57.770,-65.634,21.276,-68.760,36.599,0.652,22.563,106.649,9.203,79.592,11.230,-2.580
0.27083,63.275,-31.056,-48.183,76.374,57.755,-65.645,21.291,-68.768,36.507,0.726,22.549,106.805,9.189,79.642,11.185,-2.572
0.27500,63.274,-31.191,-48.214,76.472,57.721,-65.639,21.311,-68.787,36.415,0.801,22.534,106.964,9.173,79.696,11.137,-2.564
0.27917,63.533,-31.184,-48.244,76.618,57.783,-65.784,21.470,-68.719,36.322,0.876,22.519,107.123,9.154,79.752,11.089,-2.556
0.28333,63.667,-31.186,-48.300,76.766,57.718,-65.732,21.461,-68.750,36.229,0.951,22.503,107.284,9.133,79.812,11.040,-2.550
0.28750,63.859,-31.181,-48.352,76.920,57.721,-65.812,21.450,-68.724,36.136,1.027,22.486,107.446,9.108,79.875,10.990,-2.544
0.29167,64.050,-31.182,-48.403,77.085,57.648,-65.797,21.386,-68.791,36.045,1.103,22.468,107.608,9.080,79.941,10.938,-2.540
0.29583,64.297,-31.084,-48.487,77.310,57.700,-65.901,21.535,-68.690,35.956,1.180,22.450,107.770,9.051,80.010,10.886,-2.536
0.30000,64.775,-31.116,-48.454,77.418,57.687,-65.963,21.590,-68.689,35.870,1.259,22.431,107.932,9.020,80.081,10.832,-2.534
0.30417,65.286,-31.008,-48.513,77.633,57.644,-66.001,21.653,-68.674,35.789,1.340,22.412,108.095,8.990,80.155,10.778,-2.534
0.30833,64.956,-31.201,-48.578,77.726,57.654,-66.088,21.676,-68.683,35.713,1.422,22.393,108.256,8.959,80.230,10.723,-2.534
0.31250,65.263,-31.107,-48.636,77.953,57.646,-66.153,21.742,-68.662,35.645,1.508,22.375,108.416,8.929,80.308,10.667,-2.535
0.31667,65.245,-31.186,-48.681,78.083,57.626,-66.215,21.778,-68.661,35.583,1.596,22.357,108.575,8.900,80.386,10.610,-2.538
0.32083,65.799,-31.135,-48.693,78.281,57.611,-66.264,21.808,-68.635,35.530,1.688,22.340,108.732,8.873,80.465,10.554,-2.540
0.32500,65.630,-31.200,-48.781,78.460,57.612,-66.321,21.869,-68.611,35.486,1.784,22.325,108.887,8.848,80.545,10.496,-2.544
0.32917,65.787,-31.245,-48.820,78.645,57.526,-66.386,21.938,-68.655,35.452,1.884,22.312,109.040,8.824,80.625,10.438,-2.547
0.33333,65.995,-31.294,-48.848,78.834,57.534,-66.444,21.983,-68.625,35.427,1.989,22.301,109.190,8.801,80.704,10.380,-2.549
0.33750,66.191,-31.326,-48.888,79.037,57.492,-66.511,22.019,-68.637,35.411,2.100,22.292,109.337,8.779,80.784,10.322,-2.551
0.34167,66.588,-31.239,-48.976,79.333,57.496,-66.585,22.083,-68.609,35.403,2.217,22.287,109.481,8.758,80.863,10.265,-2.553
0.34583,66.655,-31.436,-48.969,79.459,57.481,-66.613,22.115,-68.577,35.404,2.340,22.284,109.622,8.736,80.941,10.208,-2.553
0.35000,66.770,-31.431,-49.051,79.701,57.487,-66.697,22.372,-68.534,35.411,2.471,22.285,109.759,8.713,81.018,10.151,-2.552
0.35417,66.723,-31.605,-49.093,79.903,57.316,-66.701,22.271,-68.646,35.423,2.608,22.289,109.893,8.689,81.094,10.096,-2.549
0.35833,66.939,-31.655,-49.143,80.133,57.336,-66.802,22.319,-68.604,35.440,2.753,22.297,110.024,8.663,81.169,10.043,-2.545
0.36250,67.297,-31.580,-49.269,80.458,57.282,-66.788,22.393,-68.610,35.459,2.906,22.307,110.151,8.635,81.243,9.991,-2.540
0.36667,67.391,-31.751,-49.281,80.666,57.214,-66.826,22.472,-68.609,35.480,3.067,22.322,110.276,8.604,81.316,9.941,-2.534
0.37083,67.228,-31.977,-49.331,80.841,57.220,-66.901,22.532,-68.579,35.501,3.235,22.340,110.398,8.570,81.388,9.893,-2.526
0.37500,67.324,-32.142,-49.367,81.048,57.056,-66.868,22.522,-68.627,35.521,3.411,22.362,110.517,8.533,81.458,9.847,-2.518
0.37917,67.596,-32.209,-49.444,81.307,57.057,-66.901,22.568,-68.600,35.541,3.594,22.389,110.633,8.495,81.527,9.803,-2.508
0.38333,67.887,-32.207,-49.546,81.583,57.009,-66.936,22.604,-68.571,35.558,3.785,22.419,110.748,8.454,81.595,9.761,-2.499
0.38750,67.560,-32.526,-49.580,81.730,57.015,-66.993,22.655,-68.551,35.572,3.984,22.452,110.860,8.413,81.662,9.721,-2.489
0.39167,67.602,-32.690,-49.648,81.935,56.919,-67.021,22.694,-68.551,35.585,4.189,22.489,110.970,8.370,81.728,9.683,-2.480
0.39583,67.796,-32.804,-49.730,82.169,56.931,-67.044,22.756,-68.504,35.595,4.401,22.529,111.078,8.328,81.792,9.647,-2.472
0.40000,67.676,-33.005,-49.797,82.347,56.795,-67.022,22.761,-68.559,35.602,4.620,22.572,111.184,8.287,81.855,9.614,-2.467
0.40417,67.947,-33.089,-49.909,82.604,56.765,-67.052,22.808,-68.527,35.607,4.845,22.616,111.289,8.248,81.917,9.582,-2.464
0.40833,67.662,-33.402,-49.946,82.708,56.773,-67.065,22.861,-68.481,35.611,5.074,22.661,111.392,8.211,81.977,9.552,-2.463
0.41250,67.816,-33.546,-50.015,82.903,56.688,-67.081,22.884,-68.493,35.613,5.309,22.709,111.493,8.176,82.036,9.524,-2.465
0.41667,67.752,-33.749,-50.096,83.058,56.699,-67.106,22.950,-68.460,35.614,5.548,22.759,111.592,8.143,82.095,9.496,-2.469
0.42083,67.621,-33.949,-50.195,83.249,56.633,-67.133,22.964,-68.406,35.613,5.789,22.811,111.690,8.113,82.153,9.469,-2.474
0.42500,67.585,-34.155,-50.273,83.401,56.634,-67.147,23.005,-68.366,35.612,6.033,22.865,111.785,8.084,82.211,9.442,-2.480
0.42917,67.701,-34.314,-50.335,83.543,56.639,-67.157,23.073,-68.327,35.610,6.279,22.920,111.879,8.056,82.269,9.414,-2.487
0.43333,67.925,-34.394,-50.452,83.796,56.553,-67.156,23.034,-68.334,35.607,6.525,22.977,111.969,8.028,82.326,9.386,-2.495
0.43750,67.453,-34.764,-50.494,83.813,56.554,-67.167,23.092,-68.286,35.604,6.774,23.035,112.056,7.998,82.384,9.357,-2.502
0.44167,67.394,-34.933,-50.601,83.970,56.516,-67.194,23.088,-68.243,35.600,7.023,23.093,112.139,7.967,82.442,9.328,-2.508
0.44583,67.432,-35.097,-50.670,84.085,56.528,-67.192,23.100,-68.200,35.594,7.274,23.151,112.218,7.932,82.501,9.299,-2.515
0.45000,67.238,-35.337,-50.746,84.186,56.528,-67.203,23.169,-68.163,35.588,7.526,23.208,112.293,7.892,82.560,9.270,-2.520
0.45417,67.214,-35.523,-50.821,84.300,56.523,-67.217,23.226,-68.127,35.580,7.779,23.263,112.362,7.846,82.620,9.240,-2.526
0.45833,67.403,-35.505,-50.967,84.526,56.472,-67.227,23.176,-68.085,35.571,8.032,23.316,112.427,7.794,82.680,9.211,-2.530
0.46250,67.124,-35.851,-50.994,84.529,56.451,-67.243,23.213,-68.035,35.560,8.285,23.367,112.487,7.734,82.741,9.181,-2.533
0.46667,66.941,-36.118,-51.036,84.589,56.434,-67.255,23.223,-67.990,35.546,8.539,23.414,112.543,7.667,82.803,9.152,-2.535
0.47083,66.862,-36.283,-51.111,84.696,56.433,-67.268,23.261,-67.915,35.531,8.791,23.458,112.594,7.593,82.866,9.124,-2.536
0.47500,66.902,-36.425,-51.157,84.759,56.427,-67.274,23.306,-67.873,35.512,9.043,23.499,112.641,7.512,82.930,9.095,-2.536
0.47917,66.753,-36.649,-51.212,84.820,56.419,-67.273,23.275,-67.824,35.491,9.292,23.535,112.685,7.424,82.996,9.067,-2.535
0.48333,66.674,-36.789,-51.288,84.910,56.412,-67.284,23.330,-67.781,35.467,9.540,23.567,112.726,7.332,83.063,9.040,-2.533
0.48750,66.898,-36.881,-51.315,84.994,56.406,-67.292,23.316,-67.723,35.441,9.784,23.595,112.764,7.236,83.133,9.014,-2.531
0.49167,66.559,-37.149,-51.355,85.002,56.395,-67.300,23.364,-67.674,35.411,10.026,23.617,112.802,7.139,83.204,8.988,-2.528
0.49583,66.727,-37.183,-51.438,85.089,56.376,-67.317,23.381,-67.616,35.378,10.263,23.634,112.838,7.042,83.277,8.963,-2.524
0.50000,67.039,-37.377,-51.405,85.145,56.380,-67.325,23.406,-67.551,35.342,10.496,23.646,112.874,6.947,83.352,8.938,-2.520
0.50417,66.983,-37.459,-51.406,85.168,56.389,-67.331,23.401,-67.469,35.304,10.724,23.652,112.911,6.857,83.430,8.914,-2.517
0.50833,66.930,-37.561,-51.446,85.224,56.419,-67.328,23.410,-67.417,35.263,10.946,23.652,112.949,6.773,83.511,8.891,-2.513
0.51250,66.844,-37.676,-51.500,85.276,56.418,-67.335,23.466,-67.369,35.219,11.162,23.646,112.988,6.698,83.595,8.869,-2.509
0.51667,66.827,-37.763,-51.510,85.329,56.434,-67.345,23.457,-67.290,35.173,11.371,23.633,113.031,6.632,83.681,8.846,-2.507
0.52083,66.819,-37.864,-51.532,85.382,56.443,-67.352,23.499,-67.235,35.125,11.572,23.614,113.076,6.576,83.771,8.824,-2.505
0.52500,66.829,-37.955,-51.561,85.426,56.455,-67.361,23.579,-67.230,35.075,11.767,23.587,113.124,6.533,83.865,8.802,-2.504
0.52917,66.828,-38.053,-51.566,85.473,56.500,-67.368,23.502,-67.082,35.022,11.953,23.553,113.175,6.500,83.963,8.779,-2.505
0.53333,66.852,-38.135,-51.565,85.521,56.518,-67.369,23.567,-67.068,34.968,12.130,23.512,113.230,6.480,84.064,8.756,-2.506
0.53750,66.885,-38.215,-51.565,85.566,56.604,-67.374,23.517,-66.931,34.912,12.299,23.462,113.289,6.470,84.170,8.731,-2.510
0.54167,66.860,-38.334,-51.578,85.593,56.620,-67.378,23.585,-66.916,34.854,12.460,23.404,113.351,6.471,84.280,8.706,-2.515
0.54583,66.916,-38.397,-51.556,85.632,56.665,-67.391,23.575,-66.810,34.795,12.611,23.339,113.416,6.480,84.393,8.679,-2.522
0.55000,66.984,-38.459,-51.549,85.676,56.679,-67.387,23.647,-66.814,34.733,12.755,23.265,113.484,6.496,84.512,8.651,-2.531
0.55417,67.067,-38.533,-51.520,85.726,56.766,-67.403,23.593,-66.662,34.670,12.890,23.182,113.555,6.517,84.635,8.622,-2.542
0.55833,67.169,-38.555,-51.513,85.766,56.784,-67.401,23.673,-66.651,34.605,13.017,23.092,113.628,6.542,84.761,8.590,-2.554
0.56250,67.272,-38.603,-51.469,85.808,56.892,-67.414,23.610,-66.490,34.537,13.136,22.993,113.703,6.566,84.893,8.557,-2.569
0.56667,67.382,-38.631,-51.434,85.844,57.007,-67.415,23.569,-66.354,34.468,13.248,22.886,113.780,6.590,85.028,8.522,-2.585
0.57083,67.510,-38.663,-51.394,85.883,57.021,-67.415,23.654,-66.347,34.396,13.353,22.772,113.857,6.609,85.167,8.486,-2.603
0.57500,67.642,-38.685,-51.351,85.921,57.140,-67.427,23.599,-66.187,34.322,13.453,22.650,113.935,6.623,85.311,8.448,-2.622
0.57917,68.276,-38.452,-51.310,86.024,57.234,-67.430,23.566,-66.075,34.246,13.548,22.520,114.012,6.628,85.457,8.410,-2.643
0.58333,68.349,-38.489,-51.256,86.048,57.268,-67.434,23.637,-66.022,34.168,13.640,22.384,114.089,6.625,85.606,8.372,-2.666
0.58750,68.447,-38.513,-51.201,86.075,57.370,-67.438,23.567,-65.914,34.088,13.729,22.240,114.165,6.610,85.757,8.334,-2.691
0.59167,68.572,-38.548,-51.146,86.102,57.425,-67.443,23.592,-65.848,34.006,13.815,22.090,114.239,6.584,85.910,8.295,-2.716
0.59583,68.712,-38.560,-51.080,86.123,57.444,-67.444,23.680,-65.823,33.923,13.900,21.935,114.310,6.546,86.064,8.256,-2.743
0.60000,69.050,-38.492,-51.011,86.180,57.563,-67.451,23.625,-65.662,33.838,13.983,21.774,114.379,6.495,86.219,8.216,-2.771
0.60417,69.192,-38.508,-50.941,86.184,57.581,-67.453,23.718,-65.637,33.753,14.065,21.608,114.445,6.431,86.375,8.176,-2.798
0.60833,69.646,-38.376,-50.864,86.250,57.702,-67.458,23.618,-65.484,33.667,14.147,21.440,114.507,6.355,86.531,8.136,-2.825
0.61250,69.771,-38.382,-50.784,86.251,57.716,-67.458,23.723,-65.473,33.581,14.228,21.269,114.565,6.267,86.686,8.095,-2.850
0.61667,69.921,-38.391,-50.706,86.260,57.816,-67.466,23.674,-65.309,33.494,14.310,21.096,114.619,6.168,86.840,8.052,-2.874
0.62083,70.391,-38.259,-50.631,86.313,57.831,-67.467,23.790,-65.294,33.408,14.393,20.923,114.668,6.058,86.993,8.010,-2.896
0.62500,70.513,-38.287,-50.543,86.329,57.944,-67.471,23.717,-65.093,33.322,14.476,20.749,114.712,5.938,87.145,7.966,-2.916
0.62917,70.788,-38.228,-50.460,86.365,57.957,-67.474,23.844,-65.082,33.236,14.559,20.574,114.752,5.808,87.295,7.920,-2.934
0.63333,70.926,-38.245,-50.377,86.362,58.050,-67.477,23.727,-64.933,33.152,14.643,20.401,114.787,5.670,87.443,7.873,-2.950
0.63750,71.399,-38.009,-50.330,86.570,58.059,-67.479,23.860,-64.921,33.069,14.727,20.228,114.817,5.523,87.590,7.825,-2.963
0.64167,71.496,-38.037,-50.243,86.572,58.163,-67.482,23.809,-64.720,32.989,14.810,20.058,114.843,5.369,87.735,7.774,-2.974
0.64583,71.622,-38.069,-50.159,86.570,58.229,-67.486,23.774,-64.661,32.911,14.893,19.891,114.865,5.209,87.878,7.721,-2.982
0.65000,71.982,-38.038,-50.070,86.569,58.248,-67.487,23.887,-64.509,32.835,14.976,19.727,114.883,5.041,88.019,7.666,-2.986
0.65417,72.109,-38.052,-49.965,86.581,58.273,-67.489,23.897,-64.421,32.762,15.058,19.568,114.898,4.866,88.158,7.608,-2.988
0.65833,72.255,-38.071,-49.881,86.589,58.299,-67.491,23.941,-64.332,32.694,15.139,19.414,114.908,4.686,88.295,7.549,-2.987
0.66250,72.594,-38.045,-49.799,86.639,58.326,-67.494,23.976,-64.217,32.630,15.221,19.265,114.916,4.500,88.430,7.487,-2.983
0.66667,72.728,-38.064,-49.715,86.635,58.392,-67.496,24.064,-64.067,32.570,15.304,19.120,114.922,4.307,88.562,7.423,-2.978
0.67083,72.958,-38.051,-49.633,86.674,58.424,-67.497,24.083,-63.992,32.516,15.386,18.982,114.925,4.108,88.692,7.357,-2.972
0.67500,73.093,-38.073,-49.559,86.688,58.460,-67.499,24.157,-63.826,32.468,15.470,18.850,114.926,3.902,88.820,7.290,-2.965
0.67917,73.350,-38.066,-49.489,86.735,58.480,-67.501,24.212,-63.721,32.425,15.555,18.724,114.926,3.689,88.945,7.220,-2.957
0.68333,73.471,-38.081,-49.409,86.756,58.406,-67.502,24.146,-63.791,32.390,15.641,18.605,114.924,3.468,89.067,7.150,-2.949
0.68750,73.591,-38.115,-49.344,86.795,58.529,-67.504,24.294,-63.495,32.361,15.729,18.493,114.923,3.237,89.187,7.077,-2.940
0.69167,73.702,-38.140,-49.285,86.834,58.446,-67.505,24.242,-63.506,32.339,15.817,18.388,114.921,2.997,89.305,7.003,-2.932
0.69583,73.810,-38.175,-49.228,86.881,58.542,-67.507,24.368,-63.282,32.324,15.907,18.291,114.919,2.746,89.420,6.927,-2.924
0.70000,74.038,-38.205,-49.179,86.932,58.554,-67.508,24.416,-63.170,32.315,15.999,18.202,114.918,2.484,89.533,6.849,-2.916
0.70417,74.123,-38.242,-49.114,86.980,58.572,-67.509,24.455,-63.056,32.313,16.092,18.120,114.916,2.210,89.644,6.770,-2.909
0.70833,74.190,-38.266,-49.065,87.021,58.561,-67.511,24.460,-62.966,32.317,16.186,18.046,114.915,1.924,89.752,6.689,-2.903
0.71250,74.261,-38.324,-49.023,87.084,58.548,-67.512,24.481,-62.867,32.326,16.282,17.978,114.914,1.626,89.859,6.606,-2.897
0.71667,74.305,-38.355,-48.987,87.123,58.574,-67.512,24.520,-62.706,32.340,16.380,17.917,114.912,1.316,89.963,6.521,-2.891
0.72083,74.375,-38.452,-48.962,87.177,58.564,-67.513,24.546,-62.617,32.357,16.478,17.863,114.910,0.995,90.065,6.436,-2.886
0.72500,74.428,-38.492,-48.911,87.216,58.429,-67.515,24.485,-62.640,32.377,16.577,17.813,114.906,0.664,90.166,6.348,-2.881
0.72917,74.442,-38.581,-48.890,87.261,58.624,-67.515,24.602,-62.343,32.397,16.677,17.768,114.900,0.324,90.265,6.260,-2.877
0.73333,74.487,-38.629,-48.847,87.308,58.583,-67.516,24.592,-62.295,32.417,16.779,17.725,114.891,-0.023,90.362,6.171,-2.872
0.73750,74.549,-38.833,-48.771,87.308,58.557,-67.517,24.623,-62.185,32.435,16.881,17.683,114.878,-0.376,90.457,6.081,-2.868
0.74167,74.574,-38.853,-48.736,87.346,58.516,-67.518,24.627,-62.099,32.451,16.985,17.642,114.861,-0.732,90.551,5.991,-2.865
0.74583,74.592,-38.898,-48.712,87.389,58.483,-67.519,24.633,-62.014,32.463,17.089,17.599,114.839,-1.088,90.643,5.901,-2.861
0.75000,74.597,-38.951,-48.686,87.425,58.505,-67.519,24.664,-61.872,32.470,17.195,17.556,114.812,-1.443,90.734,5.811,-2.858
0.75417,74.599,-39.007,-48.663,87.446,58.579,-67.520,24.683,-61.685,32.473,17.302,17.511,114.782,-1.794,90.824,5.722,-2.855
0.75833,74.611,-39.072,-48.639,87.469,58.556,-67.520,24.694,-61.606,32.471,17.410,17.467,114.750,-2.138,90.913,5.634,-2.853
0.76250,74.612,-39.142,-48.607,87.481,58.545,-67.521,24.701,-61.497,32.465,17.519,17.424,114.717,-2.472,91.000,5.547,-2.851
0.76667,74.600,-39.438,-48.519,87.387,58.581,-67.521,24.712,-61.359,32.454,17.629,17.382,114.686,-2.795,91.086,5.461,-2.851
0.77083,74.619,-39.462,-48.507,87.404,58.633,-67.522,24.722,-61.199,32.439,17.739,17.343,114.656,-3.101,91.171,5.377,-2.853
