time_s,var1,var2,var3,var4,var5,var6,var7,var8
1.17917,83.1334,-45.7383,-46.5840,64.4278,85.1490,-67.5484,13.7251,-49.9430
1.18333,83.2001,-45.8027,-46.6237,64.2272,85.0863,-67.5488,13.1927,-50.0701
1.18750,83.2765,-45.8882,-46.6576,63.9477,85.0189,-67.5496,12.5446,-50.2984
1.19167,83.5375,-45.9707,-46.5652,63.8269,84.9003,-67.5505,11.8876,-50.4067
1.19583,83.6206,-46.0334,-46.6127,63.3798,84.8353,-67.5509,11.1593,-50.7719
1.20000,83.6938,-46.1060,-46.6561,63.7975,84.7854,-67.5507,11.8673,-50.3098
1.20417,83.8923,-46.1588,-46.6079,63.5681,84.6754,-67.5517,11.1586,-50.5253
1.20833,83.9705,-46.2308,-46.6457,63.3839,84.6135,-67.5520,10.7917,-50.6313
1.21250,84.0750,-46.3064,-46.6684,63.2671,84.5484,-67.5515,10.3046,-50.7140
1.21667,84.1879,-46.3746,-46.6826,63.0362,84.4753,-67.5531,9.8861,-50.8335
1.22083,84.2704,-46.4481,-46.7056,62.8600,84.4122,-67.5538,9.4446,-50.9789
1.22500,84.4165,-46.5149,-46.7029,62.4267,84.3271,-67.5543,8.6491,-51.2674
1.22917,84.4863,-46.5921,-46.7480,62.4749,84.2821,-67.5547,8.5866,-51.1809
1.23333,84.5541,-46.6767,-46.7902,62.1681,84.2341,-67.5554,7.9855,-51.3910
1.23750,84.6800,-46.7428,-46.7877,62.0911,84.1658,-67.5560,7.6921,-51.4849
1.24167,84.7877,-46.7992,-46.8271,61.6409,84.1253,-67.5564,6.9167,-51.7287
1.24583,84.8699,-46.8730,-46.8551,61.3541,84.0716,-67.5568,6.3604,-51.9217
1.25000,85.0085,-46.9196,-46.8630,61.1239,84.0106,-67.5575,5.8920,-52.0575
1.25417,85.0819,-46.9969,-46.9082,61.0640,83.9732,-67.5581,5.6701,-52.1358
1.25833,85.1802,-47.0392,-46.9124,60.6404,83.9487,-67.5585,5.0387,-52.3592
1.26250,85.3372,-47.0749,-46.9386,60.0711,83.8831,-67.5591,4.1555,-52.7512
1.26667,85.4080,-47.1547,-46.9700,59.9846,83.8552,-67.5594,3.8661,-52.7982
1.27083,85.5127,-47.2110,-47.0054,59.4760,83.8094,-67.5601,3.1586,-53.0876
1.27500,85.5969,-47.2842,-47.0328,59.3900,83.7702,-67.5601,2.9169,-53.1565
1.27917,85.6918,-47.3452,-47.0641,58.6586,83.7435,-67.5609,1.9475,-53.5650
1.28333,85.7793,-47.4076,-47.0580,58.5343,83.7083,-67.5615,1.6809,-53.6669
1.28750,85.9012,-47.4605,-47.0822,58.3583,83.6830,-67.5620,1.3984,-53.8011
1.29167,86.1376,-47.4182,-47.0585,-8.0726,83.6020,-67.5464,-24.4127,-66.6212
1.29583,86.2006,-47.4792,-47.0854,-8.0619,83.6028,-67.5472,-24.4630,-66.6382
1.30000,86.4196,-47.4414,-47.0688,-8.0059,83.5643,-67.5476,-24.5166,-66.6564
1.30417,86.5054,-47.4975,-47.0943,-7.9104,83.5514,-67.5484,-24.5552,-66.7317
1.30833,86.6516,-47.5247,-47.0849,-7.7902,83.5067,-67.5489,-24.6096,-66.7949
1.31250,86.7905,-47.5493,-47.0771,-7.7891,83.4674,-67.5496,-24.6254,-66.7936
1.31667,86.8513,-47.6230,-47.0899,-7.6597,83.4571,-67.5503,-24.6509,-66.8902
1.32083,86.9841,-47.6675,-47.0769,-7.6172,83.4078,-67.5510,-24.6744,-66.9347
1.32500,87.1707,-47.6627,-47.0437,-7.4719,83.3699,-67.5516,-24.7097,-67.0507
1.32917,87.2603,-47.7118,-47.0764,-7.5093,83.3612,-67.5523,-24.7119,-67.0546
1.33333,87.4062,-47.7403,-47.0364,-7.2780,83.3117,-67.5531,-24.7297,-67.0995
1.33750,87.5124,-47.7886,-47.0459,-7.2222,83.2787,-67.5537,-24.7424,-67.2154
1.34167,87.6546,-47.8162,-47.0032,-7.1234,83.2448,-67.5543,-24.7556,-67.2823
1.34583,87.7262,-47.8805,-46.9857,-6.9145,83.2160,-67.5550,-24.7767,-67.3335
1.35000,87.8063,-47.9418,-46.9890,-6.9053,83.1637,-67.5556,-24.7782,-67.4254
1.35417,87.9003,-47.9896,-46.9213,-6.8098,83.1339,-67.5563,-24.7871,-67.5161
1.35833,88.3607,-47.8878,-46.8177,-6.5155,83.0569,-67.5566,-24.8013,-67.6516
1.36250,88.4276,-47.9424,-46.8224,-6.4614,83.0431,-67.5578,-24.8016,-67.6898
1.36667,88.5486,-47.9848,-46.7537,-6.4399,82.9815,-67.5583,-24.8108,-67.7653
1.37083,88.7199,-48.0284,-46.6833,-6.3499,82.9248,-67.5589,-24.8164,-67.8551
1.37500,89.2042,-47.9654,-46.5484,-6.1540,82.8612,-67.5597,-24.8215,-67.9358
1.37917,89.2263,-48.0223,-46.5287,-6.1310,82.7933,-67.5601,-24.8276,-68.0332
1.38333,89.2762,-48.1242,-46.5932,-6.0404,82.7647,-67.5609,-24.8323,-68.1299
1.38750,89.2589,-48.2312,-46.6460,-5.8536,82.7380,-67.5614,-24.8352,-68.2169
1.39167,89.4037,-48.1226,-46.6485,-5.8161,82.6490,-67.5620,-24.8397,-68.2996
1.39583,89.3826,-48.2593,-46.6664,-5.7329,82.5900,-67.5628,-24.8437,-68.3817
1.40000,89.3628,-48.3958,-46.7479,-5.6534,82.5721,-67.5634,-24.8475,-68.4779
1.40417,89.3528,-48.4887,-46.7410,-5.5838,82.4858,-67.5640,-24.8499,-68.5720
1.40833,89.3192,-48.5711,-46.7748,-5.5290,82.4483,-67.5648,-24.8528,-68.6559
1.41250,89.3093,-48.6820,-46.8456,-5.4761,82.4022,-67.5652,-24.8554,-68.7385
1.41667,89.2767,-48.7735,-46.8124,-5.4299,82.3154,-67.5657,-24.8568,-68.8092
1.42083,89.2573,-48.8534,-46.8454,-5.3815,82.2673,-67.5665,-24.8591,-68.8797
1.42500,89.2387,-48.9845,-46.9390,-5.3386,82.2590,-67.5670,-24.8615,-68.9549
1.42917,89.2090,-49.0611,-46.8662,-5.2988,82.1469,-67.5676,-24.8630,-69.0177
1.43333,89.2124,-49.1937,-46.9786,-5.2714,82.1688,-67.5682,-24.8660,-69.0800
1.43750,89.1535,-49.3222,-46.8942,-5.2274,82.0218,-67.5687,-24.8716,-69.2323
1.44167,89.1126,-49.4335,-46.9494,-5.2179,82.0585,-67.5694,-24.8676,-69.1892
1.44583,89.1058,-49.5651,-47.0200,-5.1915,82.0460,-67.5700,-24.8690,-69.2328
1.45000,89.0163,-49.7320,-46.9505,-5.1647,81.9625,-67.5705,-24.8702,-69.2835
1.45417,88.9956,-49.8481,-46.9631,-5.1382,81.8917,-67.5710,-24.8708,-69.3344
1.45833,88.9520,-49.9744,-47.0360,-5.1098,81.9384,-67.5717,-24.8724,-69.3713
1.46250,88.8893,-50.1337,-46.9565,-5.0834,81.8230,-67.5722,-24.8723,-69.4028
1.46667,88.8402,-50.2578,-46.9824,-5.0562,81.8225,-67.5728,-24.8730,-69.4338
1.47083,88.7993,-50.4002,-46.9503,-5.0260,81.7544,-67.5731,-24.8746,-69.4779
1.47500,88.9072,-50.3231,-46.9861,-5.0028,81.7310,-67.5738,-24.8735,-69.4920
1.47917,88.7972,-50.5718,-46.9487,-4.9716,81.6574,-67.5744,-24.8741,-69.5172
1.48333,88.7496,-50.6926,-47.0125,-4.9417,81.6579,-67.5750,-24.8747,-69.5389
1.48750,88.5884,-50.9644,-46.9595,-4.9145,81.6117,-67.5755,-24.8747,-69.5610
1.49167,88.5115,-51.1433,-46.8838,-4.8815,81.4899,-67.5761,-24.8747,-69.5767
1.49583,88.4686,-51.2587,-46.8309,-4.8483,81.3821,-67.5766,-24.8752,-69.5923
1.50000,88.5163,-51.2736,-46.8305,-4.7615,81.3240,-67.5773,-24.8742,-69.6147
1.50417,88.4367,-51.3874,-46.8630,-4.7543,81.3187,-67.5778,-24.8751,-69.6332
1.50833,88.2912,-51.6606,-46.7243,-2.7556,81.1327,-67.5783,-24.8739,-69.6475
1.51250,88.2782,-51.7418,-46.6814,-4.6840,81.0387,-67.5788,-24.8719,-69.6569
1.51667,88.1734,-51.8857,-46.6645,-4.3354,80.9654,-67.5792,-24.8684,-69.6837
1.52083,88.0665,-52.0241,-46.6621,-3.8851,80.9344,-67.5799,-24.8603,-69.7035
1.52500,87.9444,-52.1790,-46.6063,-3.2445,80.8336,-67.5804,-24.8472,-69.7264
1.52917,87.9921,-52.2055,-46.5053,-2.5779,80.6545,-67.5809,-24.8287,-69.7452
1.53333,87.9059,-52.2613,-46.5088,-1.2273,80.5920,-67.5814,-24.8042,-69.7578
1.53750,87.7130,-52.5126,-46.3663,0.9567,80.3682,-67.5820,-24.7677,-69.7578
1.54167,87.8053,-52.5056,-46.3287,3.2419,80.2322,-67.5825,-24.7117,-69.7781
1.54583,87.6632,-52.5540,-46.2957,7.1378,80.0883,-67.5830,-24.5973,-69.7791
1.55000,87.4816,-52.6409,-46.2110,12.6800,79.9894,-67.5836,-24.2588,-69.7619
1.55417,87.5211,-52.7136,-46.1390,16.5919,79.9009,-67.5841,-23.5924,-69.7381
1.55833,87.3745,-52.8151,-46.0676,19.4914,79.7280,-67.5846,-23.0181,-69.7161
1.56250,87.3599,-52.7630,-46.0156,21.4110,79.5612,-67.5849,-22.6945,-69.7086
1.56667,87.3076,-52.8286,-45.9455,22.1247,79.5328,-67.5851,-22.4874,-69.7135
1.57083,87.0389,-52.9836,-45.8524,23.1840,79.2868,-67.5855,-22.2999,-69.7288
1.57500,86.8968,-52.8600,-45.8630,25.4221,79.2242,-67.5859,-21.9051,-69.7191
1.57917,86.7652,-53.0021,-45.7064,26.2323,78.9871,-67.5862,-21.6565,-69.7173
1.58333,86.4856,-53.0445,-45.6451,27.7624,78.7466,-67.5865,-21.2923,-69.7154
1.58750,86.3228,-53.0396,-45.6160,28.5055,78.6122,-67.5868,-21.0162,-69.7275
1.59167,86.1508,-53.0284,-45.5076,29.6312,78.4189,-67.5871,-20.6248,-69.7286
1.59583,85.9477,-53.0699,-45.4335,30.6341,78.2410,-67.5874,-20.2338,-69.7333
1.60000,85.7036,-53.1593,-45.3386,31.6077,78.0568,-67.5877,-19.8434,-69.7412
1.60417,85.4446,-53.1207,-45.2824,32.4454,77.8677,-67.5879,-19.4637,-69.7460
1.60833,85.2755,-53.1515,-45.2137,33.3286,77.7231,-67.5881,-19.0875,-69.7543
1.61250,85.0486,-53.1073,-45.1098,34.2278,77.5254,-67.5886,-18.5668,-69.7665
1.61667,84.6219,-53.1653,-45.0766,35.0673,77.3003,-67.5889,-18.1159,-69.7766
1.62083,84.3649,-53.1763,-44.9696,35.8509,77.0890,-67.5892,-17.6394,-69.7843
1.62500,84.1777,-53.1382,-44.9186,36.7553,76.8927,-67.5895,-17.2221,-69.7899
1.62917,83.4761,-53.3597,-44.8675,37.4035,76.6270,-67.5896,-16.7667,-69.8046
1.63333,83.3154,-53.3104,-44.7758,38.1918,76.4618,-67.5900,-16.2227,-69.8045
1.63750,82.7139,-53.4874,-44.6676,38.8963,76.1267,-67.5904,-15.7505,-69.8115
1.64167,81.9726,-53.8260,-44.5716,39.6630,75.8066,-67.5905,-15.2888,-69.8120
1.64583,81.7899,-53.7813,-44.4831,40.3552,75.6178,-67.5909,-14.7309,-69.8163
1.65000,81.1328,-53.9282,-44.3618,41.0307,75.2802,-67.5911,-14.2760,-69.8189
1.65417,80.3272,-54.2326,-44.3054,41.7250,74.9603,-67.5915,-13.7941,-69.8215
1.65833,79.7864,-54.3903,-44.1670,42.4979,74.6370,-67.5916,-13.3846,-69.8192
1.66250,79.0710,-54.6143,-44.0642,43.1003,74.3039,-67.5919,-12.8574,-69.8179
1.66667,78.7974,-54.5810,-43.9793,43.7615,74.1551,-67.5922,-12.3489,-69.8180
1.67083,77.2638,-55.3773,-43.7872,44.4327,73.5149,-67.5925,-11.8814,-69.8140
1.67500,76.8248,-55.4008,-43.6375,45.1866,73.1772,-67.5926,-11.4857,-69.8132
1.67917,76.0774,-55.6052,-43.5374,45.8234,72.8040,-67.5930,-10.9677,-69.8047
1.68333,74.8349,-56.1474,-43.4117,46.4958,72.3840,-67.5933,-10.5099,-69.7963
1.68750,73.8852,-56.4998,-43.2615,47.1745,71.9411,-67.5935,-10.0754,-69.7886
1.69167,73.3305,-56.5905,-43.0810,47.9045,71.5171,-67.5938,-9.6474,-69.7750
1.69583,72.1904,-56.9895,-42.9989,48.6044,71.1344,-67.5940,-9.2077,-69.7591
1.70000,70.9410,-57.5376,-42.7667,49.3710,70.5627,-67.5942,-8.7335,-69.7379
1.70417,70.3659,-57.6111,-42.5778,50.3659,70.1125,-67.5943,-8.0733,-69.7265
1.70833,69.0115,-58.1120,-42.4767,51.2411,69.6703,-67.5945,-7.0953,-69.6875
1.71250,67.7809,-58.5976,-42.2411,52.1630,69.1088,-67.5944,-6.0789,-69.6530
1.71667,66.7057,-58.9305,-42.0679,53.0883,68.6034,-67.5944,-5.0240,-69.6138
1.72083,66.0684,-59.0084,-41.8334,53.9615,68.0786,-67.5944,-3.9313,-69.5568
1.72500,64.8974,-59.3636,-41.7068,54.7771,67.6275,-67.5944,-2.8169,-69.4826
1.72917,63.3725,-59.9429,-41.5130,55.5188,67.0697,-67.5943,-1.6791,-69.3850
1.73333,62.6889,-60.0495,-41.2509,56.2469,66.4596,-67.5943,-0.5319,-69.2557
1.73750,60.7019,-60.8811,-40.9824,56.8777,65.8729,-67.5942,0.6436,-69.0967
1.74167,59.9721,-60.9415,-40.7584,57.4218,65.3179,-67.5941,1.8526,-68.9339
1.74583,58.2810,-61.5308,-40.5509,57.9970,64.7357,-67.5939,3.0978,-68.6446
1.75000,56.9427,-61.9227,-40.2760,58.4697,64.1273,-67.5938,4.3700,-68.3407
1.75417,55.6007,-62.3119,-40.0004,58.9206,63.5191,-67.5936,5.6467,-67.9601
1.75833,54.7204,-62.4247,-39.6951,59.2664,62.8615,-67.5933,6.9679,-67.5879
1.76250,52.7365,-63.1429,-39.3540,59.4186,62.1597,-67.5930,8.3183,-67.3240
1.76667,51.2379,-63.5744,-39.0186,59.7364,61.4946,-67.5928,9.7368,-66.7809
1.77083,49.7690,-63.9527,-38.6648,59.8074,60.7777,-67.5922,11.2266,-66.4447
1.77500,48.4700,-64.2000,-38.3735,60.0220,60.1459,-67.5919,12.8118,-65.9540
1.77917,46.7972,-64.6615,-37.9452,60.0655,59.3393,-67.5914,14.5302,-65.5935
1.78333,45.1690,-65.0747,-37.5076,60.0213,58.5222,-67.5907,16.3148,-65.1790
1.78750,43.9405,-65.2641,-37.1038,59.9285,57.7442,-67.5900,18.2614,-64.8009
1.79167,42.6090,-65.4993,-36.6427,59.6821,56.9277,-67.5891,20.2061,-64.3002
1.79583,36.9300,-65.8051,-37.4549,59.4775,56.6389,-67.5881,22.0388,-63.7370
1.80000,34.6179,-66.5406,-37.0908,59.2383,55.7339,-67.5874,23.7264,-63.2332
1.80417,29.8289,-69.8131,-36.8721,59.3026,54.5359,-67.5871,24.4558,-62.6941
1.80833,28.1877,-69.8524,-36.0308,59.5809,53.5712,-67.5869,24.6671,-62.1502
1.81250,27.1467,-69.6186,-35.7063,59.8956,52.6155,-67.5868,24.7597,-61.6633
1.81667,25.4717,-69.3249,-35.0265,60.1985,51.5572,-67.5869,24.8016,-61.2743
1.82083,23.0579,-68.4387,-34.4005,60.5796,50.7068,-67.5864,24.8267,-60.7882
1.82500,21.7085,-68.2790,-33.7135,60.9728,49.5341,-67.5864,24.8433,-60.4458
1.82917,19.7266,-67.8595,-32.9776,61.3759,48.4718,-67.5863,24.8416,-60.4175
1.83333,17.5581,-66.8175,-32.4949,61.7868,47.6985,-67.5858,24.8206,-60.5871
1.83750,15.8686,-66.6368,-31.8004,62.2027,46.5052,-67.5856,24.8004,-60.8635
1.84167,13.4500,-66.0914,-31.0780,62.6391,45.4036,-67.5850,24.7529,-61.0904
1.84583,11.3556,-65.5283,-30.4941,63.1147,44.3522,-67.5846,24.6954,-61.3164
1.85000,8.9254,-64.8650,-29.8452,63.5924,43.3277,-67.5842,24.6070,-61.5352
1.85417,6.4823,-64.1261,-29.2694,64.1149,42.3271,-67.5837,24.4538,-61.7582
1.85833,3.9638,-63.3807,-28.7125,64.5828,41.2883,-67.5836,24.2635,-62.0372
1.86250,1.3678,-62.7377,-28.1028,65.2267,40.1785,-67.5827,23.7705,-62.1619
1.86667,-0.7162,-62.3259,-27.6618,65.7271,39.1147,-67.5825,23.3384,-62.3798
1.87083,-3.2972,-61.6438,-27.1738,66.3432,38.1649,-67.5829,22.6920,-62.6474
1.87500,-6.6554,-60.7601,-26.5116,66.8668,36.9715,-67.5842,22.0652,-63.1162
1.87917,-7.8974,-60.2696,-26.6158,67.3521,36.0707,-67.5859,21.4941,-63.7569
1.88333,-11.8634,-59.4383,-25.7726,67.7771,35.0399,-67.5878,20.7780,-64.2538
1.88750,-14.2331,-58.8325,-25.5554,68.2796,34.1810,-67.5897,20.1499,-64.9100
1.89167,-16.4760,-58.3722,-25.4648,68.7357,33.3785,-67.5916,19.4736,-65.5297
1.89583,-18.6000,-57.9634,-25.4678,69.1013,32.6050,-67.5935,18.6877,-66.1687
1.90000,-22.1504,-57.6026,-24.9746,69.5067,31.1813,-67.5954,17.9060,-66.8135
1.90417,-24.6443,-57.3282,-24.9466,69.9270,30.2491,-67.5971,17.1701,-67.4550
1.90833,-27.0269,-57.1044,-25.0291,70.3063,29.3846,-67.5987,16.4956,-68.0823
1.91250,-28.9914,-56.9438,-25.3010,70.6546,28.7286,-67.6003,15.7728,-68.6406
1.91667,-30.4117,-56.8929,-25.9106,71.0082,28.2181,-67.6017,15.0983,-69.1121
1.92083,-33.1677,-56.7331,-25.8533,71.2074,27.2910,-67.6032,14.4372,-69.4024
1.92500,-35.5198,-56.6626,-26.1939,71.4297,26.5358,-67.6045,13.8399,-69.5957
1.92917,-37.9606,-56.6415,-26.6078,71.5781,25.8116,-67.6057,13.4146,-69.6975
1.93333,-39.8819,-56.6310,-27.1795,71.6798,25.2482,-67.6069,12.9711,-69.7615
1.93750,-42.1927,-56.6976,-27.7209,71.7976,24.6084,-67.6080,12.5262,-69.8061
1.94167,-44.1339,-56.7596,-28.3292,71.8442,24.0536,-67.6090,12.0478,-69.8377
1.94583,-46.1285,-56.9343,-29.0302,71.8802,23.5904,-67.6100,11.6023,-69.8608
1.95000,-48.7716,-56.9865,-29.6610,71.7647,22.8690,-67.6109,11.6892,-69.8719
1.95417,-49.5512,-57.4042,-30.6711,71.7487,22.7231,-67.6118,11.0890,-69.8876
1.95833,-51.8925,-57.6447,-31.3718,71.5026,22.2162,-67.6126,11.4438,-69.8932
1.96250,-54.4237,-57.7867,-32.1282,71.2868,21.5626,-67.6133,11.4374,-69.9007
1.96667,-56.0077,-58.2632,-33.0572,70.9869,21.3208,-67.6140,11.5455,-69.9057
1.97083,-57.7552,-58.6109,-33.9602,70.6348,20.8792,-67.6146,11.7969,-69.9093
1.97500,-59.6871,-59.0720,-34.8950,70.1636,20.5023,-67.6152,12.1728,-69.9118
1.97917,-61.1572,-59.6935,-35.9973,69.5998,20.3169,-67.6158,12.7805,-69.9126
1.98333,-64.0043,-59.9317,-36.8406,68.8841,19.5730,-67.6163,13.5619,-69.9122
1.98750,-65.7995,-60.5255,-37.8761,67.9430,19.2514,-67.6167,14.8590,-69.9077
1.99167,-67.5135,-61.1645,-38.9319,66.7298,18.9333,-67.6170,16.6575,-69.8995
1.99583,-68.4041,-62.0374,-40.1429,64.9829,18.8405,-67.6172,19.2603,-69.8805
2.00000,-72.0125,-62.3074,-41.0580,62.7432,18.0222,-67.6171,22.6767,-69.8409
2.00417,-72.9092,-63.2265,-42.3267,61.2296,17.8747,-67.6173,24.3512,-69.8009
2.00833,-75.4458,-63.9223,-43.3625,60.3500,17.4476,-67.6176,24.6530,-69.7923
2.01250,-76.4119,-64.9161,-44.6756,59.6119,17.2903,-67.6180,24.7680,-69.7905
2.01667,-77.8913,-66.0708,-45.8966,58.8282,17.1462,-67.6183,24.8271,-69.7831
2.02083,-82.3039,-66.3698,-46.9257,58.0274,15.9925,-67.6186,24.8628,-69.7761
2.02500,-83.4924,-67.6159,-48.2288,57.3855,15.8167,-67.6189,24.8851,-69.7737
2.02917,-86.2181,-68.9807,-49.4736,56.6674,14.9755,-67.6192,24.9016,-69.7661
2.03333,-87.7585,-70.6399,-50.7814,55.9772,14.4803,-67.6195,24.9140,-69.7606
2.03750,-89.2488,-72.7361,-52.0922,55.2326,13.7861,-67.6197,24.9233,-69.7462
2.04167,-90.6427,-75.1548,-53.4844,54.3950,13.0383,-67.6199,24.9314,-69.7257
2.04583,-91.9148,-76.5407,-54.8833,53.7488,12.7325,-67.6201,24.9372,-69.7123
2.05000,-93.0604,-79.2432,-56.2274,53.0203,11.8121,-67.6204,24.9424,-69.6907
2.05417,-94.2437,-80.8463,-57.5078,52.2793,11.5337,-67.6206,24.9468,-69.6583
2.05833,-95.4616,-82.9524,-59.0347,51.5510,10.7534,-67.6208,24.9504,-69.6281
2.06250,-96.5237,-84.3838,-60.3845,50.8082,10.4521,-67.6210,24.9535,-69.5893
2.06667,-97.1304,-86.2451,-61.8352,50.0764,9.8951,-67.6211,24.9564,-69.5366
2.07083,-98.6825,-87.2695,-63.3007,49.3220,9.3216,-67.6213,24.9589,-69.4790
2.07500,-99.5785,-88.0166,-64.8000,48.5355,8.8598,-67.6215,24.9611,-69.3844
2.07917,-100.5335,-88.5153,-66.3226,47.7521,8.1957,-67.6216,24.9630,-69.2919
2.08333,-103.0962,-88.7907,-67.9402,46.9687,7.3314,-67.6218,24.9648,-69.1964
2.08750,-103.6480,-88.9526,-69.5148,45.4834,6.7707,-67.6218,24.9675,-69.0355
2.09167,-103.4716,-89.0751,-71.0901,44.8111,6.1418,-67.6220,24.9688,-68.8963
2.09583,-103.5195,-89.1273,-72.5991,44.1460,5.7114,-67.6221,24.9699,-68.7479
2.10000,-102.7506,-89.1178,-74.1484,43.4593,5.3030,-67.6223,24.9711,-68.5769
2.10417,-101.7936,-89.0958,-75.6132,42.6705,5.0127,-67.6224,24.9721,-68.3798
2.10833,-100.0670,-89.0221,-77.0219,42.1744,4.8331,-67.6226,24.9726,-68.2043
2.11250,-99.2950,-88.9287,-78.3898,41.5590,4.7290,-67.6227,24.9733,-68.0087
2.11667,-97.9804,-88.7764,-79.6876,40.9710,4.7325,-67.6228,24.9738,-67.8053
2.12083,-97.0328,-88.6214,-80.9565,40.3449,4.7534,-67.6230,24.9743,-67.6012
2.12500,-95.3084,-88.2981,-82.1884,39.9151,4.8161,-67.6231,24.9747,-67.3751
2.12917,-94.0441,-87.9857,-83.3537,39.3641,4.9276,-67.6232,24.9748,-67.1523
2.13333,-93.0712,-87.5177,-84.4847,38.9831,5.0912,-67.6233,24.9750,-66.9434
2.13750,-91.6950,-86.7820,-85.5777,38.3701,5.2528,-67.6233,24.9749,-66.7273
2.14167,-89.2556,-85.3442,-86.6685,38.1761,5.4019,-67.6234,24.9748,-66.5141
2.14583,-87.0961,-83.4721,-87.6928,37.7937,5.5959,-67.6234,24.9744,-66.2916
2.15000,-84.5865,-81.2232,-88.6701,37.4772,5.8434,-67.6234,24.9739,-66.0930
2.15417,24.2475,24.1879,-94.4311,37.4527,9.6106,-67.6234,24.9732,-65.9213
2.15833,14.5217,13.7136,-94.1061,37.0113,9.7830,-67.6234,24.9724,-65.7180
2.16250,13.8926,12.3476,-93.8910,37.1541,10.0031,-67.6234,24.9711,-65.5647
2.16667,-6.3305,-8.1327,-93.9018,36.9950,10.1627,-67.6233,24.9700,-65.3550
2.17083,-6.4474,-8.8039,-94.2068,37.1434,10.7748,-67.6233,24.9682,-65.2312
2.17500,-11.8227,-15.2078,-94.4000,37.0719,11.1938,-67.6232,24.9662,-65.0495
2.17917,-31.3395,-34.7670,-94.3427,37.2928,10.9365,-67.6230,24.9633,-64.9359
2.18333,-31.3206,-35.5615,-94.6919,37.4811,11.6297,-67.6229,24.9597,-64.8196
2.18750,-31.2716,-35.9145,-95.0404,37.7471,12.4838,-67.6227,24.9554,-64.3334
2.19167,-46.4974,-51.8380,-94.9535,38.1684,12.0772,-67.6225,24.9487,-63.7765
2.19583,-46.7802,-53.1207,-95.1864,38.5683,12.7661,-67.6222,24.9399,-63.4191
2.20000,-46.9558,-54.5883,-95.3605,38.9566,13.4816,-67.6219,24.9272,-63.1198
2.20417,-47.2798,-56.1562,-95.4783,39.3409,14.2496,-67.6216,24.9077,-62.8219
2.20833,-51.9604,-61.9906,-95.5166,39.6075,14.7171,-67.6211,24.8723,-62.5689
2.21250,-52.3560,-63.7305,-95.5431,40.0091,15.4781,-67.6206,24.8018,-62.3381
2.21667,-51.8773,-64.8654,-95.5570,40.3774,16.4598,-67.6200,24.5794,-62.1893
2.22083,-57.1416,-71.6685,-95.4459,41.3145,16.8894,-67.6195,23.0488,-62.3682
2.22500,-56.3896,-72.6775,-95.3532,42.7575,18.0075,-67.6191,19.8516,-62.9168
2.22917,-55.4752,-73.8992,-95.2421,43.7710,19.2387,-67.6185,17.3475,-63.2214
2.23333,-55.2727,-75.6704,-95.1276,44.3263,20.1344,-67.6175,15.8109,-63.3485
2.23750,-55.3509,-78.0633,-95.0128,44.5985,21.3679,-67.6163,14.8701,-63.3472
2.24167,-54.2563,-79.3827,-94.7933,44.7387,22.8546,-67.6148,14.3362,-63.3060
2.24583,-53.0250,-80.6175,-94.6344,44.7158,24.3073,-67.6129,14.1197,-63.2667
2.25000,-51.9824,-81.6207,-94.3980,44.6807,25.9600,-67.6106,14.1618,-63.2673
2.25417,-51.2146,-82.4032,-93.8135,44.6236,27.5326,-67.6076,14.3444,-63.3152
2.25833,-47.9057,-83.2018,-94.3332,44.5967,29.3574,-67.6038,14.7317,-63.3251
2.26250,-46.7940,-83.9774,-94.0563,44.6191,31.1951,-67.5988,15.3185,-63.2795
2.26667,-45.7696,-84.7689,-93.6785,44.6873,32.8701,-67.5921,16.0573,-63.2343
2.27083,-42.1769,-84.2137,-94.3200,44.7549,34.7915,-67.5831,16.8947,-63.4858
2.27500,-40.1108,-83.8360,-94.2909,44.9204,36.5619,-67.5729,17.8851,-63.7239
2.27917,-38.9140,-84.7675,-94.5763,45.1950,38.3434,-67.5700,18.8012,-63.6774
2.28333,-37.6301,-85.4206,-94.8796,45.5063,39.9961,-67.5688,19.5078,-63.4328
2.28750,-36.2942,-85.8952,-95.1966,45.9464,41.5925,-67.5679,20.2760,-63.1831
2.29167,-34.8463,-86.2222,-95.5713,46.3651,43.1130,-67.5670,21.0420,-62.8706
2.29583,-33.7736,-86.5849,-95.8780,46.9201,44.4592,-67.5663,21.7277,-62.5095
2.30000,-32.0428,-86.7294,-96.3288,47.5191,45.8109,-67.5656,22.3887,-62.0890
2.30417,-30.9616,-86.7877,-96.7987,48.2577,47.0579,-67.5648,23.0247,-61.6082
2.30833,77.2296,-3.0755,-73.6753,48.9641,36.3193,-67.5643,23.4814,-61.1121
2.31250,80.9942,6.4512,-71.9850,49.8395,38.6985,-67.5637,23.8554,-60.5737
2.31667,80.2696,6.2878,-71.3372,50.7715,40.0465,-67.5633,24.1158,-60.0111
2.32083,79.6026,5.7719,-71.5833,51.8365,41.4166,-67.5624,24.2728,-59.4222
2.32500,78.3110,4.3007,-72.1775,52.8944,42.6389,-67.5617,24.3543,-58.8505
2.32917,76.4637,2.6673,-73.0753,54.1334,43.9279,-67.5607,24.3978,-58.2907
2.33333,73.6433,0.2667,-74.0911,55.4148,45.1707,-67.5594,24.4276,-57.7413
2.33750,69.6033,-3.4598,-75.1172,56.7169,46.1946,-67.5580,24.3572,-57.2124
