time,vicon_var1,vicon_var2,vicon_var3,vicon_var5,vicon_var4,vicon_var6,vicon_var7,vicon_var8,opensim_var1,opensim_var2,opensim_var3,opensim_var5,opensim_var4,opensim_var6,opensim_var7,opensim_var8,cardA_var1,cardA_var2,cardA_var3,cardA_var5,cardA_var4,cardA_var6,cardA_var7,cardA_var8,cardB_var1,cardB_var2,cardB_var3,cardB_var5,cardB_var4,cardB_var6,cardB_var7,cardB_var8
1.87083,51.637,46.186,17.388,56.921,32.211,127.564,6.787,-24.863,-3.300,-61.643,-27.173,38.164,66.344,-67.583,22.691,-62.648,167.459,180.000,49.735,24.532,31.885,-4.974,7.154,-1.365,167.459,180.000,49.735,24.532,27.216,-4.974,7.154,-1.365
1.87500,52.347,46.777,17.714,55.604,32.596,127.564,6.955,-25.022,-6.655,-60.760,-26.512,36.971,66.867,-67.584,22.065,-63.116,167.608,180.000,50.332,24.372,32.231,-4.801,7.105,-1.559,167.608,180.000,50.332,24.372,27.507,-4.801,7.105,-1.559
1.87917,53.016,47.355,18.105,54.334,32.986,127.554,7.126,-25.179,-7.896,-60.270,-26.616,36.071,67.352,-67.586,21.495,-63.756,167.725,-180.000,50.922,24.142,32.587,-4.619,7.058,-1.759,167.725,-180.000,50.922,24.142,27.806,-4.619,7.058,-1.759
1.88333,53.634,47.916,18.566,53.116,33.382,127.535,7.299,-25.335,-11.865,-59.438,-25.772,35.039,67.778,-67.588,20.777,-64.254,167.805,-180.000,51.501,23.852,32.951,-4.428,7.012,-1.966,167.805,-180.000,51.501,23.852,28.114,-4.428,7.012,-1.966
1.88750,54.193,48.455,19.104,51.958,33.781,127.507,7.473,-25.490,-14.233,-58.833,-25.555,34.181,68.280,-67.590,20.150,-64.910,167.844,-180.000,52.068,23.509,33.323,-4.227,6.967,-2.180,167.844,-180.000,52.068,23.509,28.430,-4.227,6.967,-2.180
1.89167,54.683,48.967,19.722,50.865,34.185,127.469,7.648,-25.643,-16.474,-58.373,-25.465,33.379,68.735,-67.592,19.474,-65.529,167.838,-180.000,52.620,23.121,33.703,-4.017,6.921,-2.401,167.838,-180.000,52.620,23.121,28.753,-4.017,6.921,-2.401
1.89583,55.094,49.449,20.425,49.840,34.592,127.420,7.823,-25.794,-18.603,-57.963,-25.467,32.604,69.102,-67.594,18.687,-66.169,167.783,180.000,53.157,22.697,34.089,-3.796,6.873,-2.630,167.783,180.000,53.157,22.697,29.082,-3.796,6.873,-2.630
1.90000,55.417,49.897,21.218,48.887,35.002,127.360,7.998,-25.944,-22.150,-57.603,-24.975,31.181,69.507,-67.595,17.906,-66.814,167.675,180.000,53.676,22.247,34.481,-3.566,6.824,-2.865,167.675,180.000,53.676,22.247,29.417,-3.566,6.824,-2.865
1.90417,55.644,50.309,22.102,48.007,35.413,127.288,8.173,-26.093,-24.642,-57.328,-24.947,30.250,69.927,-67.597,17.171,-67.454,167.512,-180.000,54.180,21.777,34.877,-3.325,6.773,-3.108,167.512,-180.000,54.180,21.777,29.757,-3.325,6.773,-3.108
1.90833,55.768,50.682,23.079,47.201,35.825,127.205,8.347,-26.240,-27.028,-57.104,-25.029,29.384,70.307,-67.599,16.495,-68.083,167.293,180.000,54.667,21.294,35.277,-3.076,6.720,-3.357,167.293,180.000,54.667,21.294,30.100,-3.076,6.720,-3.357
1.91250,55.782,51.014,24.149,46.468,36.237,127.108,8.521,-26.386,-28.991,-56.944,-25.301,28.729,70.655,-67.600,15.773,-68.641,167.016,-180.000,55.138,20.804,35.679,-2.816,6.667,-3.612,167.016,-180.000,55.138,20.804,30.446,-2.816,6.667,-3.612
1.91667,55.685,51.305,25.311,45.805,36.650,126.998,8.697,-26.533,-30.411,-56.893,-25.910,28.219,71.008,-67.602,15.099,-69.112,166.680,180.000,55.597,20.312,36.082,-2.548,6.613,-3.873,166.680,180.000,55.597,20.312,30.793,-2.548,6.613,-3.873
1.92083,55.474,51.553,26.562,45.211,37.062,126.874,8.873,-26.679,-33.170,-56.733,-25.854,27.290,71.208,-67.603,14.437,-69.403,166.287,-180.000,56.043,19.821,36.486,-2.271,6.560,-4.138,166.287,-180.000,56.043,19.821,31.140,-2.271,6.560,-4.138
1.92500,55.150,51.759,27.900,44.679,37.472,126.734,9.051,-26.827,-35.520,-56.663,-26.194,26.536,71.430,-67.605,13.840,-69.596,165.837,180.000,56.480,19.333,36.889,-1.985,6.509,-4.408,165.837,180.000,56.480,19.333,31.487,-1.985,6.509,-4.408
1.92917,54.716,51.922,29.320,44.208,37.881,126.579,9.232,-26.975,-37.959,-56.642,-26.607,25.812,71.578,-67.606,13.415,-69.697,165.332,180.000,56.908,18.848,37.291,-1.691,6.459,-4.681,165.332,180.000,56.908,18.848,31.833,-1.691,6.459,-4.681
1.93333,54.177,52.041,30.817,43.790,38.287,126.406,9.416,-27.126,-39.884,-56.631,-27.180,25.248,71.680,-67.607,12.971,-69.762,164.775,180.000,57.331,18.366,37.689,-1.389,6.413,-4.955,164.775,180.000,57.331,18.366,32.175,-1.389,6.413,-4.955
1.93750,53.541,52.119,32.383,43.421,38.691,126.216,9.603,-27.279,-42.193,-56.698,-27.721,24.608,71.798,-67.608,12.526,-69.806,164.168,-180.000,57.750,17.887,38.085,-1.079,6.369,-5.231,164.168,-180.000,57.750,17.887,32.514,-1.079,6.369,-5.231
1.94167,52.816,52.154,34.011,43.095,39.092,126.007,9.794,-27.436,-44.132,-56.760,-28.329,24.054,71.844,-67.609,12.048,-69.838,163.514,180.000,58.167,17.408,38.476,-0.762,6.329,-5.507,163.514,180.000,58.167,17.408,32.849,-0.762,6.329,-5.507
1.94583,52.013,52.147,35.695,42.807,39.490,125.779,9.987,-27.595,-46.131,-56.934,-29.031,23.590,71.880,-67.610,11.602,-69.861,162.818,-180.000,58.583,16.928,38.863,-0.437,6.291,-5.782,162.818,-180.000,58.583,16.928,33.179,-0.437,6.291,-5.782
1.95000,51.143,52.099,37.426,42.551,39.883,125.532,10.184,-27.757,-48.772,-56.986,-29.661,22.869,71.765,-67.611,11.689,-69.872,162.081,180.000,58.999,16.445,39.244,-0.105,6.257,-6.054,162.081,180.000,58.999,16.445,33.504,-0.105,6.257,-6.054
1.95417,50.218,52.011,39.195,42.323,40.271,125.264,10.382,-27.924,-49.551,-57.404,-30.670,22.723,71.749,-67.612,11.089,-69.888,161.309,180.000,59.416,15.958,39.620,0.234,6.224,-6.321,161.309,180.000,59.416,15.958,33.822,0.234,6.224,-6.321
1.95833,49.250,51.883,40.995,42.116,40.654,124.976,10.583,-28.093,-51.895,-57.645,-31.372,22.216,71.502,-67.613,11.444,-69.893,160.504,180.000,59.836,15.463,39.989,0.578,6.192,-6.583,160.504,180.000,59.836,15.463,34.134,0.578,6.192,-6.583
1.96250,48.251,51.715,42.817,41.927,41.030,124.668,10.785,-28.267,-54.424,-57.787,-32.128,21.563,71.287,-67.613,11.437,-69.901,159.669,-180.000,60.257,14.961,40.351,0.928,6.160,-6.838,159.669,-180.000,60.257,14.961,34.438,0.928,6.160,-6.838
1.96667,47.234,51.509,44.653,41.753,41.399,124.340,10.988,-28.443,-56.006,-58.263,-33.056,21.321,70.987,-67.614,11.545,-69.906,158.808,-180.000,60.681,14.452,40.704,1.282,6.128,-7.083,158.808,-180.000,60.681,14.452,34.735,1.282,6.128,-7.083
1.97083,46.208,51.265,46.496,41.589,41.759,123.992,11.192,-28.623,-57.757,-58.611,-33.961,20.879,70.634,-67.615,11.797,-69.909,157.923,180.000,61.108,13.935,41.050,1.639,6.094,-7.318,157.923,180.000,61.108,13.935,35.023,1.639,6.094,-7.318
1.97500,45.183,50.984,48.340,41.434,42.109,123.624,11.396,-28.806,-59.687,-59.072,-34.895,20.502,70.164,-67.615,12.173,-69.912,157.017,-180.000,61.537,13.412,41.385,2.000,6.059,-7.541,157.017,-180.000,61.537,13.412,35.303,2.000,6.059,-7.541
1.97917,44.166,50.665,50.176,41.284,42.448,123.238,11.600,-28.992,-61.156,-59.693,-35.996,20.317,69.600,-67.616,12.780,-69.913,156.090,-180.000,61.968,12.885,41.711,2.362,6.022,-7.752,156.090,-180.000,61.968,12.885,35.572,2.362,6.022,-7.752
1.98333,43.164,50.310,52.000,41.139,42.775,122.834,11.805,-29.180,-64.006,-59.932,-36.841,19.573,68.883,-67.616,13.563,-69.912,155.145,-180.000,62.401,12.357,42.025,2.726,5.984,-7.950,155.145,-180.000,62.401,12.357,35.832,2.726,5.984,-7.950
1.98750,42.182,49.918,53.805,40.996,43.090,122.414,12.010,-29.370,-65.799,-60.526,-37.876,19.251,67.943,-67.617,14.859,-69.908,154.182,180.000,62.836,11.831,42.328,3.091,5.944,-8.134,154.182,180.000,62.836,11.831,36.081,3.091,5.944,-8.134
1.99167,41.222,49.491,55.584,40.855,43.391,121.979,12.217,-29.562,-67.512,-61.164,-38.931,18.934,66.731,-67.617,16.656,-69.900,153.201,180.000,63.271,11.311,42.618,3.455,5.905,-8.305,153.201,180.000,63.271,11.311,36.320,3.455,5.905,-8.305
1.99583,40.288,49.026,57.334,40.715,43.678,121.532,12.424,-29.756,-68.407,-62.038,-40.144,18.840,64.981,-67.617,19.263,-69.880,152.204,-180.000,63.705,10.801,42.896,3.818,5.866,-8.462,152.204,-180.000,63.705,10.801,36.547,3.818,5.866,-8.462
2.00000,39.381,48.526,59.047,40.576,43.951,121.074,12.634,-29.952,-72.013,-62.307,-41.058,18.022,62.743,-67.617,22.677,-69.841,151.188,-180.000,64.138,10.305,43.160,4.179,5.829,-8.607,151.188,-180.000,64.138,10.305,36.763,4.179,5.829,-8.607
2.00417,38.500,47.988,60.719,40.436,44.208,120.608,12.846,-30.150,-72.908,-63.226,-42.326,17.875,61.231,-67.617,24.350,-69.801,150.155,-180.000,64.567,9.826,43.412,4.537,5.795,-8.740,150.155,-180.000,64.567,9.826,36.967,4.537,5.795,-8.740
2.00833,37.647,47.414,62.345,40.297,44.449,120.136,13.059,-30.348,-75.447,-63.923,-43.364,17.447,60.349,-67.618,24.653,-69.792,149.103,-180.000,64.991,9.367,43.649,4.891,5.765,-8.863,149.103,-180.000,64.991,9.367,37.160,4.891,5.765,-8.863
2.01250,36.822,46.802,63.920,40.156,44.674,119.661,13.275,-30.547,-76.412,-64.916,-44.676,17.290,59.612,-67.618,24.768,-69.790,148.031,-180.000,65.407,8.933,43.873,5.241,5.740,-8.978,148.031,-180.000,65.407,8.933,37.340,5.241,5.740,-8.978
2.01667,36.027,46.151,65.440,40.014,44.883,119.185,13.491,-30.744,-77.890,-66.070,-45.896,17.146,58.829,-67.618,24.827,-69.783,146.939,180.000,65.813,8.525,44.082,5.586,5.720,-9.086,146.939,180.000,65.813,8.525,37.508,5.586,5.720,-9.086
2.02083,35.261,45.463,66.900,39.870,45.074,118.711,13.708,-30.940,-82.305,-66.371,-46.927,15.992,58.027,-67.619,24.863,-69.776,145.826,180.000,66.206,8.146,44.278,5.925,5.704,-9.189,145.826,180.000,66.206,8.146,37.664,5.925,5.704,-9.189
2.02500,34.529,44.735,68.297,39.725,45.248,118.243,13.923,-31.133,-83.492,-67.616,-48.229,15.817,57.386,-67.619,24.885,-69.774,144.691,-180.000,66.582,7.795,44.458,6.256,5.693,-9.290,144.691,-180.000,66.582,7.795,37.807,6.256,5.693,-9.290
2.02917,33.832,43.968,69.629,39.577,45.404,117.781,14.137,-31.322,-86.216,-68.980,-49.473,14.976,56.668,-67.619,24.902,-69.766,143.534,-180.000,66.939,7.473,44.623,6.580,5.685,-9.390,143.534,-180.000,66.939,7.473,37.936,6.580,5.685,-9.390
2.03333,33.175,43.162,70.894,39.425,45.541,117.331,14.347,-31.503,-87.760,-70.642,-50.782,14.480,55.977,-67.620,24.914,-69.761,142.355,-180.000,67.274,7.181,44.772,6.894,5.679,-9.492,142.355,-180.000,67.274,7.181,38.050,6.894,5.679,-9.492
2.03750,32.559,42.317,72.091,39.271,45.660,116.893,14.552,-31.677,-89.249,-72.736,-52.092,13.786,55.233,-67.620,24.923,-69.746,141.154,-180.000,67.584,6.917,44.904,7.199,5.675,-9.598,141.154,-180.000,67.584,6.917,38.150,7.199,5.675,-9.598
2.04167,31.989,41.435,73.222,39.113,45.760,116.470,14.750,-31.840,-90.642,-75.153,-53.483,13.039,54.396,-67.620,24.931,-69.726,139.933,180.000,67.866,6.680,45.019,7.494,5.671,-9.708,139.933,180.000,67.866,6.680,38.234,7.494,5.671,-9.708
2.04583,31.467,40.515,74.288,38.950,45.840,116.064,14.942,-31.991,-91.916,-76.543,-54.884,12.732,53.748,-67.620,24.937,-69.712,138.691,180.000,68.117,6.468,45.115,7.778,5.666,-9.826,138.691,180.000,68.117,6.468,38.301,7.778,5.666,-9.826
2.05000,30.996,39.559,75.290,38.783,45.901,115.678,15.126,-32.129,-93.060,-79.243,-56.227,11.812,53.020,-67.620,24.942,-69.691,137.430,180.000,68.334,6.280,45.192,8.051,5.660,-9.951,137.430,180.000,68.334,6.280,38.349,8.051,5.660,-9.951
2.05417,30.576,38.568,76.232,38.611,45.943,115.313,15.301,-32.252,-94.243,-80.845,-57.507,11.534,52.280,-67.621,24.947,-69.658,136.152,180.000,68.517,6.115,45.248,8.312,5.652,-10.085,136.152,180.000,68.517,6.115,38.380,8.312,5.652,-10.085
2.05833,30.207,37.544,77.118,38.433,45.965,114.972,15.469,-32.358,-95.462,-82.954,-59.036,10.753,51.550,-67.621,24.950,-69.628,134.857,180.000,68.663,5.970,45.283,8.562,5.643,-10.228,134.857,180.000,68.663,5.970,38.390,8.562,5.643,-10.228
2.06250,29.889,36.487,77.951,38.251,45.967,114.654,15.629,-32.447,-96.524,-84.384,-60.385,10.452,50.808,-67.621,24.953,-69.589,133.548,-180.000,68.769,5.845,45.295,8.800,5.633,-10.380,133.548,-180.000,68.769,5.845,38.380,8.800,5.633,-10.380
2.06667,29.619,35.400,78.734,38.063,45.950,114.362,15.782,-32.518,-97.130,-86.244,-61.834,9.896,50.077,-67.621,24.956,-69.537,132.225,-180.000,68.834,5.736,45.285,9.028,5.623,-10.541,132.225,-180.000,68.834,5.736,38.349,9.028,5.623,-10.541
2.07083,29.395,34.283,79.472,37.871,45.913,114.097,15.929,-32.571,-98.683,-87.270,-63.302,9.321,49.321,-67.621,24.959,-69.479,130.891,180.000,68.855,5.642,45.251,9.246,5.615,-10.711,130.891,180.000,68.855,5.642,38.296,9.246,5.615,-10.711
2.07500,29.211,33.138,80.166,37.673,45.856,113.859,16.070,-32.604,-99.579,-88.017,-64.800,8.860,48.535,-67.621,24.961,-69.384,129.547,-180.000,68.828,5.563,45.193,9.454,5.608,-10.889,129.547,-180.000,68.828,5.563,38.222,9.454,5.608,-10.889
2.07917,29.063,31.967,80.821,37.471,45.778,113.648,16.207,-32.619,-100.533,-88.515,-66.321,8.196,47.753,-67.622,24.963,-69.292,128.194,-180.000,68.751,5.495,45.112,9.653,5.606,-11.076,128.194,-180.000,68.751,5.495,38.126,9.653,5.606,-11.076
2.08333,28.945,30.770,81.438,37.264,45.681,113.466,16.340,-32.614,-103.097,-88.791,-67.941,7.331,46.968,-67.622,24.965,-69.196,126.833,180.000,68.618,5.438,45.007,9.844,5.608,-11.269,126.833,180.000,68.618,5.438,38.010,9.844,5.608,-11.269
2.08750,28.851,29.549,82.019,37.054,45.563,113.312,16.469,-32.590,-103.648,-88.953,-69.515,6.771,45.483,-67.622,24.968,-69.035,125.466,-180.000,68.423,5.390,44.878,10.027,5.617,-11.468,125.466,-180.000,68.423,5.390,37.872,10.027,5.617,-11.468
2.09167,28.774,28.305,82.564,36.841,45.425,113.185,16.596,-32.548,-103.472,-89.075,-71.089,6.142,44.812,-67.622,24.969,-68.896,124.094,180.000,68.160,5.348,44.727,10.204,5.633,-11.673,124.094,180.000,68.160,5.348,37.715,10.204,5.633,-11.673
2.09583,28.705,27.039,83.075,36.627,45.266,113.086,16.718,-32.488,-103.519,-89.127,-72.600,5.711,44.145,-67.622,24.970,-68.748,122.719,-180.000,67.818,5.312,44.554,10.375,5.658,-11.882,122.719,-180.000,67.818,5.312,37.540,10.375,5.658,-11.882
2.10000,28.639,25.753,83.553,36.414,45.087,113.012,16.838,-32.410,-102.751,-89.118,-74.148,5.303,43.459,-67.622,24.971,-68.577,121.340,-180.000,67.389,5.280,44.360,10.542,5.691,-12.096,121.340,-180.000,67.389,5.280,37.347,10.542,5.691,-12.096
2.10417,28.567,24.447,83.996,36.203,44.887,112.964,16.955,-32.316,-101.794,-89.096,-75.612,5.013,42.671,-67.622,24.972,-68.380,119.959,180.000,66.860,5.251,44.146,10.705,5.735,-12.314,119.959,180.000,66.860,5.251,37.138,10.705,5.735,-12.314
2.10833,28.480,23.123,84.406,35.998,44.667,112.941,17.068,-32.207,-100.066,-89.022,-77.023,4.833,42.174,-67.623,24.973,-68.204,118.576,180.000,66.216,5.225,43.914,10.866,5.789,-12.536,118.576,180.000,66.216,5.225,36.915,10.866,5.789,-12.536
2.11250,28.372,21.781,84.783,35.802,44.427,112.939,17.178,-32.084,-99.295,-88.929,-78.390,4.729,41.559,-67.623,24.973,-68.009,117.193,-180.000,65.438,5.202,43.664,11.026,5.854,-12.763,117.193,-180.000,65.438,5.202,36.679,11.026,5.854,-12.763
2.11667,28.234,20.423,85.125,35.620,44.169,112.959,17.284,-31.949,-97.981,-88.777,-79.687,4.732,40.971,-67.623,24.974,-67.805,115.810,-180.000,64.506,5.180,43.398,11.187,5.931,-12.995,115.810,-180.000,64.506,5.180,36.431,11.187,5.931,-12.995
2.12083,28.062,19.049,85.434,35.456,43.891,112.999,17.387,-31.802,-97.031,-88.621,-80.957,4.753,40.345,-67.623,24.974,-67.601,114.428,-180.000,63.393,5.161,43.118,11.350,6.019,-13.234,114.428,-180.000,63.393,5.161,36.174,11.350,6.019,-13.234
2.12500,27.848,17.658,85.709,35.315,43.596,113.056,17.486,-31.646,-95.308,-88.298,-82.188,4.816,39.915,-67.623,24.975,-67.375,113.050,180.000,62.066,5.144,42.824,11.517,6.120,-13.481,113.050,180.000,62.066,5.144,35.908,11.517,6.120,-13.481
2.12917,27.590,16.252,85.950,35.205,43.284,113.130,17.581,-31.481,-94.045,-87.986,-83.353,4.928,39.365,-67.623,24.975,-67.152,111.678,180.000,60.485,5.129,42.519,11.689,6.232,-13.737,111.678,180.000,60.485,5.129,35.636,11.689,6.232,-13.737
2.13333,27.285,14.831,86.158,35.130,42.956,113.219,17.671,-31.310,-93.070,-87.517,-84.486,5.091,38.983,-67.623,24.975,-66.943,110.317,180.000,58.599,5.115,42.203,11.868,6.357,-14.007,110.317,180.000,58.599,5.115,35.358,11.868,6.357,-14.007
2.13750,26.933,13.393,86.333,35.097,42.613,113.321,17.757,-31.133,-91.695,-86.782,-85.578,5.253,38.370,-67.623,24.975,-66.727,108.972,-180.000,56.344,5.102,41.878,12.055,6.493,-14.291,108.972,-180.000,56.344,5.102,35.076,12.055,6.493,-14.291
2.14167,26.537,11.940,86.475,35.114,42.257,113.434,17.837,-30.951,-89.258,-85.345,-86.668,5.402,38.176,-67.623,24.975,-66.514,107.652,180.000,53.643,5.086,41.545,12.251,6.640,-14.593,107.652,180.000,53.643,5.086,34.791,12.251,6.640,-14.593
2.14583,26.101,10.469,86.586,35.188,41.888,113.557,17.912,-30.765,-87.094,-83.470,-87.694,5.596,37.793,-67.623,24.974,-66.291,106.368,-180.000,50.398,5.065,41.204,12.458,6.797,-14.915,106.368,-180.000,50.398,5.065,34.504,12.458,6.797,-14.915
2.15000,25.634,8.982,86.666,35.324,41.507,113.687,17.981,-30.576,-84.587,-81.223,-88.670,5.843,37.477,-67.623,24.974,-66.093,105.137,-180.000,46.491,5.031,40.858,12.674,6.963,-15.262,105.137,-180.000,46.491,5.031,34.215,12.674,6.963,-15.262
2.15417,25.145,7.478,86.718,35.532,41.116,113.823,18.042,-30.384,24.161,24.104,-94.426,9.608,37.453,-67.623,24.973,-65.921,103.982,180.000,41.787,4.980,40.505,12.902,7.136,-15.635,103.982,180.000,41.787,4.980,33.926,12.902,7.136,-15.635
2.15833,24.646,5.955,86.743,35.816,40.717,113.962,18.096,-30.189,14.521,13.713,-94.106,9.783,37.011,-67.623,24.972,-65.718,102.932,180.000,36.144,4.900,40.149,13.139,7.314,-16.037,102.932,180.000,36.144,4.900,33.638,13.139,7.314,-16.037
2.16250,24.150,4.416,86.741,36.182,40.309,114.101,18.139,-29.990,13.893,12.348,-93.891,10.003,37.154,-67.623,24.971,-65.565,102.028,180.000,29.444,4.782,39.788,13.386,7.494,-16.470,102.028,180.000,29.444,4.782,33.351,13.386,7.494,-16.470
2.16667,23.669,2.860,86.714,36.633,39.896,114.238,18.173,-29.787,-6.314,-8.116,-93.902,10.163,36.995,-67.623,24.970,-65.355,101.314,180.000,21.648,4.612,39.424,13.640,7.675,-16.935,101.314,180.000,21.648,4.612,33.067,13.640,7.675,-16.935
2.17083,23.216,1.289,86.662,37.173,39.476,114.368,18.193,-29.579,-6.452,-8.809,-94.207,10.775,37.143,-67.623,24.968,-65.231,100.842,-180.000,12.874,4.377,39.058,13.901,7.853,-17.434,100.842,-180.000,12.874,4.377,32.786,13.901,7.853,-17.434
2.17500,22.800,-0.293,86.585,37.802,39.053,114.488,18.200,-29.364,-11.823,-15.208,-94.400,11.194,37.072,-67.623,24.966,-65.049,100.652,180.000,3.458,4.061,38.691,14.168,8.026,-17.966,100.652,180.000,3.458,4.061,32.511,14.168,8.026,-17.966
2.17917,22.428,-1.884,86.482,38.519,38.627,114.592,18.192,-29.142,-31.324,-34.751,-94.343,10.937,37.293,-67.623,24.963,-64.936,100.769,180.000,-6.074,3.649,38.323,14.438,8.191,-18.530,100.769,180.000,-6.074,3.649,32.241,14.438,8.191,-18.530
2.18333,22.102,-3.479,86.349,39.321,38.198,114.676,18.167,-28.910,-31.321,-35.562,-94.692,11.630,37.481,-67.623,24.960,-64.819,101.187,180.000,-15.151,3.126,37.957,14.710,8.345,-19.126,101.187,180.000,-15.151,3.126,31.980,14.710,8.345,-19.126
2.18750,21.824,-5.072,86.184,40.205,37.769,114.732,18.123,-28.668,-31.272,-35.914,-95.040,12.484,37.747,-67.623,24.955,-64.333,101.876,-180.000,-23.331,2.480,37.593,14.983,8.485,-19.751,101.876,-180.000,-23.331,2.480,31.728,14.983,8.485,-19.751
2.19167,21.587,-6.657,85.981,41.165,37.339,114.754,18.060,-28.415,-46.485,-51.825,-94.954,12.078,38.168,-67.623,24.949,-63.777,102.791,180.000,-30.390,1.700,37.233,15.254,8.607,-20.401,102.791,180.000,-30.390,1.700,31.488,15.254,8.607,-20.401
2.19583,21.386,-8.226,85.735,42.198,36.909,114.735,17.975,-28.148,-46.780,-53.122,-95.187,12.767,38.569,-67.622,24.940,-63.419,103.883,-180.000,-36.297,0.777,36.877,15.524,8.710,-21.074,103.883,-180.000,-36.297,0.777,31.261,15.524,8.710,-21.074
2.20000,21.211,-9.773,85.439,43.298,36.480,114.666,17.868,-27.867,-46.956,-54.588,-95.361,13.482,38.957,-67.622,24.927,-63.120,105.106,-180.000,-41.137,-0.291,36.528,15.791,8.789,-21.763,105.106,-180.000,-41.137,-0.291,31.048,15.791,8.789,-21.763
2.20417,21.049,-11.290,85.085,44.460,36.053,114.538,17.738,-27.572,-47.280,-56.155,-95.478,14.249,39.341,-67.622,24.908,-62.822,106.425,180.000,-45.044,-1.503,36.187,16.053,8.842,-22.465,106.425,180.000,-45.044,-1.503,30.853,16.053,8.842,-22.465
2.20833,20.888,-12.769,84.665,45.680,35.627,114.343,17.584,-27.261,-51.961,-61.992,-95.517,14.718,39.608,-67.621,24.872,-62.569,107.810,180.000,-48.156,-2.855,35.855,16.312,8.865,-23.174,107.810,180.000,-48.156,-2.855,30.676,16.312,8.865,-23.174
2.21250,20.716,-14.204,84.173,46.954,35.202,114.071,17.406,-26.936,-52.356,-63.730,-95.543,15.478,40.009,-67.621,24.802,-62.338,109.239,180.000,-50.599,-4.335,35.533,16.565,8.856,-23.884,109.239,180.000,-50.599,-4.335,30.519,16.565,8.856,-23.884
2.21667,20.520,-15.587,83.598,48.279,34.780,113.713,17.204,-26.597,-51.878,-64.864,-95.557,16.459,40.377,-67.620,24.580,-62.189,110.696,180.000,-52.479,-5.929,35.222,16.813,8.812,-24.589,110.696,180.000,-52.479,-5.929,30.384,16.813,8.812,-24.589
2.22083,20.291,-16.912,82.935,49.652,34.359,113.258,16.977,-26.242,-57.141,-71.669,-95.446,16.890,41.316,-67.619,23.046,-62.369,112.171,-180.000,-53.884,-7.618,34.924,17.055,8.729,-25.284,112.171,-180.000,-53.884,-7.618,30.273,17.055,8.729,-25.284
2.22500,20.019,-18.175,82.176,51.071,33.941,112.697,16.728,-25.873,-56.390,-72.677,-95.353,18.008,42.758,-67.619,19.852,-62.917,113.656,180.000,-54.885,-9.381,34.639,17.290,8.605,-25.962,113.656,180.000,-54.885,-9.381,30.187,17.290,8.605,-25.962
2.22917,19.697,-19.371,81.318,52.535,33.525,112.021,16.455,-25.489,-55.476,-73.898,-95.242,19.238,43.770,-67.619,17.350,-63.221,115.146,180.000,-55.543,-11.196,34.369,17.518,8.438,-26.617,115.146,180.000,-55.543,-11.196,30.127,17.518,8.438,-26.617
2.23333,19.323,-20.497,80.357,54.040,33.111,111.222,16.162,-25.091,-55.273,-75.672,-95.128,20.135,44.327,-67.617,15.810,-63.348,116.640,-180.000,-55.908,-13.039,34.113,17.737,8.226,-27.243,116.640,-180.000,-55.908,-13.039,30.095,17.737,8.226,-27.243
2.23750,18.895,-21.551,79.290,55.584,32.699,110.291,15.849,-24.677,-55.351,-78.063,-95.013,21.368,44.599,-67.616,14.870,-63.347,118.136,-180.000,-56.023,-14.887,33.874,17.945,7.967,-27.834,118.136,-180.000,-56.023,-14.887,30.092,17.945,7.967,-27.834
2.24167,18.413,-22.532,78.120,57.165,32.291,109.222,15.520,-24.247,-54.257,-79.382,-94.793,22.853,44.739,-67.615,14.337,-63.306,119.635,-180.000,-55.925,-16.718,33.652,18.139,7.661,-28.384,119.635,-180.000,-55.925,-16.718,30.119,18.139,7.661,-28.384
2.24583,17.880,-23.439,76.848,58.778,31.887,108.009,15.175,-23.798,-53.024,-80.618,-94.634,24.309,44.716,-67.613,14.120,-63.267,121.137,180.000,-55.649,-18.511,33.448,18.317,7.308,-28.887,121.137,180.000,-55.649,-18.511,30.178,18.317,7.308,-28.887
2.25000,17.302,-24.274,75.481,60.418,31.489,106.647,14.816,-23.329,-51.982,-81.621,-94.398,25.960,44.681,-67.611,14.162,-63.267,122.642,180.000,-55.225,-20.248,33.263,18.475,6.908,-29.337,122.642,180.000,-55.225,-20.248,30.270,18.475,6.908,-29.337
2.25417,16.684,-25.038,74.026,62.080,31.099,105.133,14.446,-22.837,-51.215,-82.403,-93.814,27.531,44.624,-67.608,14.344,-63.315,124.151,180.000,-54.681,-21.909,33.102,18.607,6.461,-29.729,124.151,180.000,-54.681,-21.909,30.398,18.607,6.461,-29.729
2.25833,16.034,-25.735,72.492,63.757,30.722,103.465,14.066,-22.319,-47.905,-83.202,-94.333,29.359,44.597,-67.604,14.732,-63.325,125.662,-180.000,-54.044,-23.479,32.966,18.711,5.968,-30.058,125.662,-180.000,-54.044,-23.479,30.564,18.711,5.968,-30.058
2.26250,15.358,-26.367,70.890,65.442,30.363,101.642,13.674,-21.771,-46.794,-83.977,-94.056,31.195,44.619,-67.599,15.319,-63.279,127.174,180.000,-53.336,-24.943,32.862,18.779,5.431,-30.320,127.174,180.000,-53.336,-24.943,30.771,18.779,5.431,-30.320
2.26667,14.666,-26.938,69.235,67.126,30.030,99.664,13.271,-21.192,-45.770,-84.768,-93.679,32.869,44.687,-67.592,16.057,-63.234,128.682,-180.000,-52.580,-26.287,32.795,18.806,4.852,-30.509,128.682,-180.000,-52.580,-26.287,31.024,18.806,4.852,-30.509
