time,vicon_var1,vicon_var2,vicon_var3,vicon_var5,vicon_var4,vicon_var6,vicon_var7,vicon_var8,opensim_var1,opensim_var2,opensim_var3,opensim_var5,opensim_var4,opensim_var6,opensim_var7,opensim_var8,cardA_var1,cardA_var2,cardA_var3,cardA_var5,cardA_var4,cardA_var6,cardA_var7,cardA_var8,cardB_var1,cardB_var2,cardB_var3,cardB_var5,cardB_var4,cardB_var6,cardB_var7,cardB_var8
0.95417,29.515,21.733,16.294,114.253,-4.483,95.822,2.665,-3.317,77.418,-42.347,-47.875,86.927,64.689,-67.526,24.651,-52.942,158.721,-180.000,22.986,-8.927,2.836,-2.970,5.900,-8.365,158.721,-180.000,22.986,-8.927,2.839,-2.970,5.900,-8.365
0.95833,29.500,21.829,16.248,114.236,-4.490,95.937,2.624,-3.355,77.457,-42.360,-47.817,86.900,64.735,-67.526,24.625,-52.811,158.728,180.000,23.067,-8.898,2.852,-3.007,5.943,-8.405,158.728,180.000,23.067,-8.898,2.867,-3.007,5.943,-8.405
0.96250,29.493,21.924,16.200,114.219,-4.493,96.051,2.582,-3.395,77.477,-42.411,-47.796,86.909,64.819,-67.527,24.595,-52.641,158.737,180.000,23.147,-8.870,2.868,-3.044,5.986,-8.444,158.737,180.000,23.147,-8.870,2.895,-3.044,5.986,-8.444
0.96667,29.494,22.019,16.151,114.203,-4.492,96.164,2.540,-3.434,77.459,-42.595,-47.784,86.915,64.886,-67.527,24.560,-52.492,158.747,180.000,23.227,-8.842,2.883,-3.081,6.028,-8.482,158.747,180.000,23.227,-8.842,2.923,-3.081,6.028,-8.482
0.97083,29.501,22.111,16.101,114.188,-4.486,96.275,2.497,-3.475,77.496,-42.620,-47.718,86.887,64.972,-67.527,24.524,-52.303,158.758,-180.000,23.306,-8.818,2.900,-3.118,6.071,-8.518,158.758,-180.000,23.306,-8.818,2.951,-3.118,6.071,-8.518
0.97500,29.514,22.201,16.050,114.174,-4.474,96.385,2.454,-3.515,77.475,-42.767,-47.710,86.901,64.848,-67.528,24.399,-52.423,158.771,-180.000,23.383,-8.797,2.919,-3.155,6.114,-8.551,158.771,-180.000,23.383,-8.797,2.980,-3.155,6.114,-8.551
0.97917,29.530,22.290,15.999,114.161,-4.456,96.494,2.411,-3.555,77.507,-42.792,-47.657,86.877,64.980,-67.528,24.340,-52.209,158.786,-180.000,23.459,-8.783,2.939,-3.192,6.158,-8.580,158.786,-180.000,23.459,-8.783,3.010,-3.192,6.158,-8.580
0.98333,29.548,22.376,15.947,114.149,-4.433,96.602,2.368,-3.595,77.506,-42.859,-47.631,86.877,65.113,-67.528,24.333,-51.881,158.802,-180.000,23.533,-8.776,2.962,-3.228,6.203,-8.605,158.802,-180.000,23.533,-8.776,3.043,-3.228,6.203,-8.605
0.98750,29.566,22.461,15.896,114.137,-4.404,96.710,2.325,-3.635,77.475,-43.225,-47.524,86.758,65.092,-67.529,24.162,-51.820,158.820,-180.000,23.604,-8.777,2.989,-3.263,6.250,-8.624,158.820,-180.000,23.604,-8.777,3.079,-3.263,6.250,-8.624
0.99167,29.582,22.544,15.845,114.127,-4.370,96.817,2.284,-3.673,77.513,-43.218,-47.483,86.754,65.163,-67.529,24.070,-51.724,158.839,180.000,23.674,-8.790,3.019,-3.298,6.300,-8.638,158.839,180.000,23.674,-8.790,3.118,-3.298,6.300,-8.638
0.99583,29.594,22.625,15.794,114.116,-4.330,96.924,2.243,-3.710,77.477,-43.334,-47.505,86.801,65.194,-67.529,23.880,-51.600,158.859,-180.000,23.741,-8.813,3.054,-3.332,6.351,-8.645,158.859,-180.000,23.741,-8.813,3.160,-3.332,6.351,-8.645
1.00000,29.600,22.702,15.745,114.107,-4.286,97.030,2.202,-3.746,77.516,-43.355,-47.460,86.751,65.186,-67.529,23.710,-51.520,158.881,-180.000,23.804,-8.848,3.093,-3.365,6.405,-8.646,158.881,-180.000,23.804,-8.848,3.206,-3.365,6.405,-8.646
1.00417,29.600,22.777,15.697,114.097,-4.238,97.138,2.163,-3.779,77.536,-43.406,-47.449,86.750,65.272,-67.530,23.630,-51.290,158.904,-180.000,23.865,-8.894,3.136,-3.398,6.461,-8.641,158.904,-180.000,23.865,-8.894,3.256,-3.398,6.461,-8.641
1.00833,29.592,22.848,15.650,114.089,-4.187,97.245,2.123,-3.811,77.554,-43.477,-47.440,86.743,65.227,-67.530,23.312,-51.323,158.928,180.000,23.920,-8.951,3.185,-3.431,6.518,-8.629,158.928,180.000,23.920,-8.951,3.310,-3.431,6.518,-8.629
1.01250,29.575,22.916,15.605,114.080,-4.133,97.354,2.084,-3.840,77.537,-43.656,-47.441,86.744,65.307,-67.530,23.230,-51.097,158.952,180.000,23.972,-9.017,3.238,-3.463,6.576,-8.610,158.952,180.000,23.972,-9.017,3.368,-3.463,6.576,-8.610
1.01667,29.548,22.978,15.563,114.073,-4.078,97.464,2.045,-3.866,77.581,-43.699,-47.393,86.684,65.318,-67.530,22.943,-51.019,158.977,180.000,24.018,-9.091,3.295,-3.496,6.636,-8.585,158.977,180.000,24.018,-9.091,3.430,-3.496,6.636,-8.585
1.02083,29.511,23.037,15.522,114.065,-4.021,97.576,2.006,-3.890,77.614,-43.824,-47.388,86.677,65.349,-67.531,22.646,-50.893,159.001,-180.000,24.060,-9.172,3.357,-3.529,6.695,-8.554,159.001,-180.000,24.060,-9.172,3.496,-3.529,6.695,-8.554
1.02500,29.465,23.092,15.483,114.058,-3.964,97.689,1.967,-3.913,77.618,-43.995,-47.384,86.657,65.333,-67.531,22.452,-50.809,159.025,-180.000,24.097,-9.257,3.423,-3.563,6.755,-8.517,159.025,-180.000,24.097,-9.257,3.566,-3.563,6.755,-8.517
1.02917,29.408,23.143,15.446,114.052,-3.907,97.805,1.928,-3.933,77.648,-44.174,-47.361,86.577,65.377,-67.532,22.160,-50.701,159.049,180.000,24.131,-9.344,3.494,-3.597,6.815,-8.475,159.049,180.000,24.131,-9.344,3.640,-3.597,6.815,-8.475
1.03333,29.341,23.192,15.411,114.045,-3.850,97.923,1.890,-3.954,77.693,-44.280,-47.339,86.528,65.395,-67.532,21.893,-50.608,159.072,180.000,24.161,-9.431,3.567,-3.632,6.876,-8.429,159.072,180.000,24.161,-9.431,3.717,-3.632,6.876,-8.429
1.03750,29.265,23.239,15.376,114.040,-3.794,98.043,1.854,-3.975,77.769,-44.313,-47.316,86.481,65.334,-67.532,21.629,-50.561,159.094,-180.000,24.190,-9.517,3.644,-3.668,6.939,-8.379,159.094,-180.000,24.190,-9.517,3.796,-3.668,6.939,-8.379
1.04167,29.179,23.287,15.343,114.034,-3.738,98.167,1.820,-3.999,77.821,-44.369,-47.339,86.467,65.329,-67.533,21.318,-50.391,159.115,-180.000,24.219,-9.600,3.724,-3.704,7.003,-8.325,159.115,-180.000,24.219,-9.600,3.879,-3.704,7.003,-8.325
1.04583,29.084,23.335,15.309,114.030,-3.682,98.293,1.788,-4.026,77.857,-44.572,-47.379,86.480,65.408,-67.533,21.054,-50.256,159.134,-180.000,24.249,-9.678,3.807,-3.741,7.070,-8.270,159.134,-180.000,24.249,-9.678,3.964,-3.741,7.070,-8.270
1.05000,28.980,23.385,15.277,114.027,-3.627,98.422,1.761,-4.056,77.926,-44.710,-47.369,86.419,65.388,-67.533,20.806,-50.204,159.152,-180.000,24.280,-9.751,3.892,-3.778,7.140,-8.213,159.152,-180.000,24.280,-9.751,4.051,-3.778,7.140,-8.213
1.05417,28.868,23.438,15.245,114.026,-3.571,98.554,1.736,-4.091,77.995,-44.813,-47.375,86.385,65.406,-67.534,20.486,-50.005,159.168,180.000,24.313,-9.817,3.979,-3.815,7.213,-8.155,159.168,180.000,24.313,-9.817,4.140,-3.815,7.213,-8.155
1.05833,28.749,23.494,15.214,114.026,-3.516,98.688,1.716,-4.129,78.067,-44.900,-47.386,86.364,65.354,-67.534,20.207,-50.069,159.181,180.000,24.349,-9.877,4.068,-3.853,7.289,-8.098,159.181,180.000,24.349,-9.877,4.231,-3.853,7.289,-8.098
1.06250,28.624,23.551,15.186,114.027,-3.460,98.826,1.699,-4.170,78.150,-44.931,-47.385,86.306,65.378,-67.534,19.873,-49.903,159.192,-180.000,24.387,-9.930,4.159,-3.891,7.366,-8.041,159.192,-180.000,24.387,-9.930,4.324,-3.891,7.366,-8.041
1.06667,28.494,23.611,15.159,114.031,-3.403,98.966,1.685,-4.213,78.225,-45.114,-47.422,86.302,65.357,-67.535,19.562,-49.827,159.201,180.000,24.427,-9.977,4.252,-3.929,7.446,-7.986,159.201,180.000,24.427,-9.977,4.418,-3.929,7.446,-7.986
1.07083,28.358,23.673,15.135,114.037,-3.344,99.108,1.674,-4.259,78.309,-45.183,-47.460,86.287,65.310,-67.535,19.254,-49.775,159.209,180.000,24.469,-10.018,4.346,-3.966,7.527,-7.933,159.209,180.000,24.469,-10.018,4.514,-3.966,7.527,-7.933
1.07500,28.219,23.737,15.114,114.044,-3.284,99.253,1.666,-4.305,78.388,-45.250,-47.488,86.285,65.271,-67.535,18.907,-49.667,159.214,180.000,24.511,-10.056,4.442,-4.003,7.609,-7.883,159.214,180.000,24.511,-10.056,4.611,-4.003,7.609,-7.883
1.07917,28.076,23.801,15.096,114.054,-3.221,99.400,1.660,-4.353,78.472,-45.333,-47.521,86.276,65.144,-67.536,18.447,-49.759,159.218,-180.000,24.555,-10.091,4.539,-4.038,7.691,-7.836,159.218,-180.000,24.555,-10.091,4.710,-4.038,7.691,-7.836
1.08333,27.931,23.867,15.081,114.065,-3.157,99.548,1.657,-4.402,78.562,-45.359,-47.531,86.223,65.140,-67.536,18.165,-49.643,159.221,-180.000,24.599,-10.125,4.638,-4.073,7.774,-7.792,159.221,-180.000,24.599,-10.125,4.810,-4.073,7.774,-7.792
1.08750,27.782,23.934,15.068,114.077,-3.090,99.698,1.655,-4.450,78.656,-45.491,-47.599,86.243,65.144,-67.537,17.948,-49.475,159.223,180.000,24.643,-10.161,4.738,-4.106,7.856,-7.752,159.223,180.000,24.643,-10.161,4.911,-4.106,7.856,-7.752
1.09167,27.631,24.001,15.057,114.091,-3.020,99.850,1.654,-4.499,78.742,-45.516,-47.614,86.206,65.075,-67.537,17.546,-49.460,159.224,-180.000,24.687,-10.199,4.840,-4.138,7.938,-7.716,159.224,-180.000,24.687,-10.199,5.013,-4.138,7.938,-7.716
1.09583,27.478,24.070,15.048,114.104,-2.947,100.002,1.654,-4.547,78.823,-45.600,-47.705,86.251,64.894,-67.538,16.988,-49.568,159.224,180.000,24.732,-10.241,4.942,-4.168,8.019,-7.684,159.224,180.000,24.732,-10.241,5.116,-4.168,8.019,-7.684
1.10000,27.321,24.139,15.040,114.117,-2.872,100.156,1.655,-4.595,78.919,-45.679,-47.764,86.246,64.951,-67.538,16.809,-49.358,159.224,180.000,24.777,-10.290,5.046,-4.196,8.099,-7.655,159.224,180.000,24.777,-10.290,5.220,-4.196,8.099,-7.655
1.10417,27.162,24.210,15.033,114.129,-2.794,100.311,1.656,-4.643,79.008,-45.722,-47.784,86.195,64.728,-67.539,16.172,-49.525,159.223,-180.000,24.822,-10.345,5.150,-4.224,8.179,-7.630,159.223,-180.000,24.822,-10.345,5.325,-4.224,8.179,-7.630
1.10833,27.001,24.282,15.027,114.140,-2.713,100.466,1.657,-4.691,79.085,-45.776,-47.841,86.189,64.743,-67.539,16.036,-49.371,159.222,180.000,24.868,-10.408,5.256,-4.250,8.258,-7.607,159.222,180.000,24.868,-10.408,5.431,-4.250,8.258,-7.607
1.11250,26.836,24.355,15.022,114.149,-2.630,100.621,1.657,-4.738,79.261,-45.913,-47.876,86.159,64.539,-67.540,15.357,-49.482,159.221,180.000,24.915,-10.481,5.362,-4.275,8.337,-7.588,159.221,180.000,24.915,-10.481,5.537,-4.275,8.337,-7.588
1.11667,26.669,24.430,15.016,114.155,-2.544,100.776,1.657,-4.786,79.320,-45.973,-47.946,86.152,64.547,-67.540,15.164,-49.303,159.220,-180.000,24.963,-10.564,5.469,-4.299,8.416,-7.570,159.220,-180.000,24.963,-10.564,5.644,-4.299,8.416,-7.570
1.12083,26.500,24.508,15.010,114.159,-2.454,100.931,1.657,-4.834,79.475,-46.077,-47.985,86.112,64.320,-67.541,14.488,-49.483,159.219,-180.000,25.012,-10.658,5.577,-4.322,8.495,-7.555,159.219,-180.000,25.012,-10.658,5.751,-4.322,8.495,-7.555
1.12500,26.329,24.587,15.003,114.160,-2.362,101.086,1.656,-4.882,78.954,-46.366,-47.863,85.874,64.182,-67.541,14.031,-49.501,159.218,-180.000,25.063,-10.762,5.685,-4.344,8.575,-7.543,159.218,-180.000,25.063,-10.762,5.859,-4.344,8.575,-7.543
1.12917,26.156,24.669,14.995,114.157,-2.267,101.240,1.654,-4.931,79.542,-46.303,-48.061,85.959,64.224,-67.542,14.060,-49.236,159.217,180.000,25.115,-10.877,5.795,-4.366,8.655,-7.532,159.217,180.000,25.115,-10.877,5.969,-4.366,8.655,-7.532
1.13333,25.981,24.753,14.986,114.152,-2.169,101.394,1.652,-4.981,79.651,-46.404,-48.166,85.967,64.032,-67.542,13.444,-49.310,159.215,-180.000,25.169,-11.001,5.906,-4.387,8.737,-7.523,159.215,-180.000,25.169,-11.001,6.079,-4.387,8.737,-7.523
1.13750,25.804,24.840,14.977,114.143,-2.067,101.546,1.649,-5.033,79.667,-46.537,-48.198,85.901,63.731,-67.543,12.617,-49.590,159.213,-180.000,25.225,-11.133,6.018,-4.407,8.820,-7.516,159.213,-180.000,25.225,-11.133,6.191,-4.407,8.820,-7.516
1.14167,25.626,24.930,14.966,114.132,-1.961,101.698,1.646,-5.086,79.508,-46.906,-48.144,85.756,63.562,-67.543,12.118,-49.632,159.211,180.000,25.283,-11.271,6.133,-4.428,8.905,-7.511,159.211,180.000,25.283,-11.271,6.305,-4.428,8.905,-7.511
1.14583,25.446,25.022,14.955,114.118,-1.851,101.849,1.642,-5.140,79.854,-46.709,-48.352,85.833,63.593,-67.544,12.023,-49.361,159.207,-180.000,25.343,-11.415,6.249,-4.448,8.993,-7.507,159.207,-180.000,25.343,-11.415,6.421,-4.448,8.993,-7.507
1.15000,25.266,25.118,14.943,114.101,-1.737,101.998,1.638,-5.196,79.641,-47.004,-48.363,85.698,63.740,-67.544,12.301,-48.964,159.203,180.000,25.405,-11.561,6.368,-4.469,9.083,-7.504,159.203,180.000,25.405,-11.561,6.540,-4.469,9.083,-7.504
1.15417,25.085,25.216,14.930,114.082,-1.619,102.146,1.635,-5.254,79.844,-47.033,-48.448,85.633,65.112,-67.545,16.313,-49.405,159.198,180.000,25.470,-11.710,6.490,-4.490,9.176,-7.502,159.198,180.000,25.470,-11.710,6.661,-4.490,9.176,-7.502
1.15833,24.904,25.318,14.917,114.059,-1.497,102.294,1.632,-5.313,79.965,-47.136,-48.527,85.607,64.935,-67.545,15.621,-49.558,159.192,-180.000,25.537,-11.858,6.614,-4.511,9.272,-7.500,159.192,-180.000,25.537,-11.858,6.786,-4.511,9.272,-7.500
1.16250,24.722,25.424,14.904,114.034,-1.371,102.440,1.629,-5.375,79.847,-47.417,-48.528,85.466,64.974,-67.546,15.689,-49.474,159.185,-180.000,25.608,-12.005,6.742,-4.533,9.372,-7.499,159.185,-180.000,25.608,-12.005,6.913,-4.533,9.372,-7.499
1.16667,24.540,25.533,14.890,114.005,-1.241,102.586,1.627,-5.438,82.789,-45.501,-46.604,85.388,64.719,-67.547,14.962,-49.735,159.177,180.000,25.681,-12.150,6.873,-4.556,9.474,-7.497,159.177,180.000,25.681,-12.150,7.045,-4.556,9.474,-7.497
1.17083,24.358,25.647,14.877,113.973,-1.107,102.730,1.625,-5.502,82.873,-45.569,-46.613,85.312,64.573,-67.547,14.289,-49.880,159.168,180.000,25.758,-12.291,7.009,-4.580,9.580,-7.494,159.168,180.000,25.758,-12.291,7.180,-4.580,9.580,-7.494
1.17500,24.176,25.764,14.863,113.937,-0.969,102.874,1.624,-5.567,83.058,-45.685,-46.568,85.213,64.638,-67.548,14.499,-49.696,159.159,-180.000,25.838,-12.427,7.147,-4.606,9.689,-7.490,159.159,-180.000,25.838,-12.427,7.319,-4.606,9.689,-7.490
1.17917,23.995,25.885,14.850,113.898,-0.827,103.017,1.625,-5.633,83.133,-45.738,-46.584,85.149,64.428,-67.548,13.726,-49.943,159.148,-180.000,25.922,-12.558,7.290,-4.632,9.801,-7.484,159.148,-180.000,25.922,-12.558,7.462,-4.632,9.801,-7.484
1.18333,23.814,26.009,14.837,113.857,-0.681,103.159,1.626,-5.701,83.200,-45.803,-46.624,85.086,64.227,-67.549,13.192,-50.070,159.137,-180.000,26.009,-12.683,7.437,-4.660,9.916,-7.477,159.137,-180.000,26.009,-12.683,7.609,-4.660,9.916,-7.477
1.18750,23.633,26.137,14.826,113.813,-0.532,103.301,1.628,-5.769,83.276,-45.888,-46.658,85.019,63.948,-67.550,12.545,-50.298,159.125,-180.000,26.098,-12.802,7.588,-4.689,10.034,-7.467,159.125,-180.000,26.098,-12.802,7.759,-4.689,10.034,-7.467
1.19167,23.453,26.269,14.816,113.767,-0.378,103.442,1.632,-5.837,83.537,-45.971,-46.565,84.900,63.827,-67.550,11.888,-50.407,159.111,180.000,26.191,-12.914,7.742,-4.720,10.156,-7.455,159.111,180.000,26.191,-12.914,7.914,-4.720,10.156,-7.455
1.19583,23.274,26.403,14.808,113.721,-0.221,103.583,1.636,-5.906,83.621,-46.033,-46.613,84.835,63.380,-67.551,11.160,-50.772,159.095,180.000,26.286,-13.019,7.900,-4.752,10.280,-7.439,159.095,180.000,26.286,-13.019,8.072,-4.752,10.280,-7.439
1.20000,23.095,26.540,14.803,113.674,-0.061,103.724,1.643,-5.976,83.694,-46.106,-46.656,84.785,63.797,-67.551,11.867,-50.310,159.079,-180.000,26.384,-13.115,8.061,-4.786,10.408,-7.421,159.079,-180.000,26.384,-13.115,8.234,-4.786,10.408,-7.421
1.20417,22.917,26.679,14.800,113.627,0.103,103.864,1.650,-6.046,83.892,-46.159,-46.608,84.675,63.568,-67.552,11.159,-50.525,159.060,-180.000,26.485,-13.204,8.225,-4.821,10.539,-7.399,159.060,-180.000,26.485,-13.204,8.398,-4.821,10.539,-7.399
1.20833,22.740,26.821,14.799,113.579,0.270,104.005,1.659,-6.116,83.971,-46.231,-46.646,84.613,63.384,-67.552,10.791,-50.631,159.040,180.000,26.587,-13.285,8.392,-4.858,10.673,-7.373,159.040,180.000,26.587,-13.285,8.565,-4.858,10.673,-7.373
1.21250,22.563,26.965,14.801,113.532,0.439,104.145,1.670,-6.186,84.075,-46.306,-46.668,84.548,63.267,-67.552,10.305,-50.714,159.018,180.000,26.692,-13.358,8.562,-4.897,10.811,-7.343,159.018,180.000,26.692,-13.358,8.735,-4.897,10.811,-7.343
1.21667,22.387,27.112,14.806,113.485,0.612,104.286,1.682,-6.257,84.188,-46.375,-46.683,84.475,63.036,-67.553,9.886,-50.833,158.995,-180.000,26.799,-13.423,8.734,-4.938,10.952,-7.309,158.995,-180.000,26.799,-13.423,8.907,-4.938,10.952,-7.309
1.22083,22.211,27.260,14.814,113.438,0.787,104.426,1.696,-6.329,84.271,-46.448,-46.706,84.412,62.860,-67.554,9.444,-50.979,158.971,-180.000,26.908,-13.480,8.907,-4.980,11.097,-7.271,158.971,-180.000,26.908,-13.480,9.080,-4.980,11.097,-7.271
1.22500,22.036,27.410,14.824,113.392,0.964,104.567,1.711,-6.400,84.416,-46.515,-46.703,84.327,62.427,-67.554,8.649,-51.267,158.945,-180.000,27.019,-13.531,9.083,-5.023,11.245,-7.228,158.945,-180.000,27.019,-13.531,9.255,-5.023,11.245,-7.228
1.22917,21.861,27.561,14.837,113.347,1.143,104.709,1.728,-6.472,84.486,-46.592,-46.748,84.282,62.475,-67.555,8.587,-51.181,158.918,180.000,27.131,-13.575,9.260,-5.068,11.396,-7.181,158.918,180.000,27.131,-13.575,9.431,-5.068,11.396,-7.181
1.23333,21.685,27.713,14.853,113.304,1.323,104.851,1.746,-6.545,84.554,-46.677,-46.790,84.234,62.168,-67.555,7.985,-51.391,158.890,-180.000,27.245,-13.614,9.438,-5.115,11.551,-7.130,158.890,-180.000,27.245,-13.614,9.608,-5.115,11.551,-7.130
1.23750,21.510,27.867,14.871,113.261,1.504,104.993,1.765,-6.617,84.680,-46.743,-46.788,84.166,62.091,-67.556,7.692,-51.485,158.861,180.000,27.359,-13.648,9.616,-5.163,11.708,-7.073,158.861,180.000,27.359,-13.648,9.785,-5.163,11.708,-7.073
1.24167,21.335,28.020,14.892,113.219,1.686,105.135,1.785,-6.690,84.788,-46.799,-46.827,84.125,61.641,-67.556,6.917,-51.729,158.831,180.000,27.475,-13.678,9.795,-5.212,11.867,-7.012,158.831,180.000,27.475,-13.678,9.962,-5.212,11.867,-7.012
1.24583,21.160,28.174,14.915,113.178,1.867,105.278,1.805,-6.762,84.870,-46.873,-46.855,84.072,61.354,-67.557,6.360,-51.922,158.801,180.000,27.592,-13.706,9.974,-5.261,12.027,-6.946,158.801,180.000,27.592,-13.706,10.139,-5.261,12.027,-6.946
1.25000,20.986,28.328,14.941,113.139,2.047,105.422,1.825,-6.834,85.008,-46.920,-46.863,84.011,61.124,-67.558,5.892,-52.057,158.770,180.000,27.708,-13.731,10.152,-5.312,12.189,-6.876,158.770,180.000,27.708,-13.731,10.315,-5.312,12.189,-6.876
1.25417,20.811,28.481,14.969,113.101,2.226,105.566,1.846,-6.906,85.082,-46.997,-46.908,83.973,61.064,-67.558,5.670,-52.136,158.740,180.000,27.825,-13.755,10.330,-5.363,12.350,-6.801,158.740,180.000,27.825,-13.755,10.490,-5.363,12.350,-6.801
1.25833,20.637,28.633,15.000,113.063,2.403,105.711,1.866,-6.977,85.180,-47.039,-46.912,83.949,60.640,-67.559,5.038,-52.360,158.709,-180.000,27.941,-13.779,10.506,-5.415,12.511,-6.722,158.709,-180.000,27.941,-13.779,10.664,-5.415,12.511,-6.722
1.26250,20.463,28.783,15.033,113.027,2.578,105.856,1.885,-7.048,85.337,-47.075,-46.939,83.883,60.071,-67.559,4.155,-52.751,158.678,-180.000,28.056,-13.803,10.680,-5.467,12.671,-6.639,158.678,-180.000,28.056,-13.803,10.835,-5.467,12.671,-6.639
1.26667,20.290,28.931,15.068,112.992,2.751,106.002,1.904,-7.118,85.408,-47.155,-46.970,83.855,59.985,-67.559,3.866,-52.798,158.647,-180.000,28.171,-13.827,10.853,-5.520,12.830,-6.552,158.647,-180.000,28.171,-13.827,11.005,-5.520,12.830,-6.552
1.27083,20.118,29.077,15.104,112.958,2.921,106.149,1.921,-7.187,85.513,-47.211,-47.005,83.809,59.476,-67.560,3.158,-53.088,158.616,180.000,28.283,-13.852,11.023,-5.572,12.986,-6.462,158.616,180.000,28.283,-13.852,11.173,-5.572,12.986,-6.462
1.27500,19.946,29.221,15.143,112.925,3.088,106.296,1.937,-7.256,85.597,-47.284,-47.033,83.770,59.390,-67.560,2.917,-53.157,158.586,-180.000,28.395,-13.878,11.191,-5.624,13.140,-6.369,158.586,-180.000,28.395,-13.878,11.338,-5.624,13.140,-6.369
1.27917,19.776,29.362,15.184,112.893,3.253,106.443,1.952,-7.325,85.692,-47.345,-47.064,83.744,58.659,-67.561,1.948,-53.565,158.557,-180.000,28.504,-13.906,11.356,-5.676,13.290,-6.273,158.557,-180.000,28.504,-13.906,11.501,-5.676,13.290,-6.273
1.28333,19.606,29.501,15.226,112.862,3.415,106.591,1.966,-7.392,85.779,-47.408,-47.058,83.708,58.534,-67.562,1.681,-53.667,158.527,180.000,28.612,-13.935,11.520,-5.728,13.437,-6.175,158.527,180.000,28.612,-13.935,11.661,-5.728,13.437,-6.175
1.28750,19.438,29.637,15.270,112.832,3.575,106.740,1.979,-7.459,85.901,-47.461,-47.082,83.683,58.358,-67.562,1.398,-53.801,158.499,180.000,28.718,-13.966,11.680,-5.779,13.581,-6.074,158.499,180.000,28.718,-13.966,11.819,-5.779,13.581,-6.074
1.29167,19.271,29.770,15.314,112.803,3.733,106.890,1.990,-7.526,86.137,-47.418,-47.059,83.602,-8.019,-67.546,-24.392,-66.611,158.472,180.000,28.823,-13.999,11.839,-5.830,13.721,-5.971,158.472,180.000,28.823,-13.999,11.975,-5.830,13.721,-5.971
1.29583,19.106,29.901,15.360,112.775,3.889,107.040,2.000,-7.593,86.201,-47.479,-47.085,83.603,-8.062,-67.547,-24.463,-66.638,158.445,180.000,28.925,-14.033,11.996,-5.880,13.856,-5.867,158.445,180.000,28.925,-14.033,12.129,-5.880,13.856,-5.867
1.30000,18.942,30.029,15.407,112.747,4.043,107.191,2.008,-7.659,86.420,-47.441,-47.069,83.564,-8.006,-67.548,-24.517,-66.656,158.420,180.000,29.026,-14.069,12.151,-5.929,13.988,-5.761,158.420,180.000,29.026,-14.069,12.282,-5.929,13.988,-5.761
1.30417,18.780,30.155,15.454,112.721,4.196,107.343,2.016,-7.727,86.505,-47.497,-47.094,83.551,-7.910,-67.548,-24.555,-66.732,158.395,-180.000,29.126,-14.105,12.305,-5.977,14.115,-5.655,158.395,-180.000,29.126,-14.105,12.432,-5.977,14.115,-5.655
1.30833,18.620,30.279,15.501,112.694,4.347,107.495,2.022,-7.794,86.652,-47.525,-47.085,83.507,-7.790,-67.549,-24.610,-66.795,158.372,-180.000,29.225,-14.142,12.457,-6.025,14.238,-5.548,158.372,-180.000,29.225,-14.142,12.581,-6.025,14.238,-5.548
1.31250,18.462,30.401,15.547,112.667,4.497,107.649,2.027,-7.863,86.790,-47.549,-47.077,83.467,-7.789,-67.550,-24.625,-66.794,158.350,-180.000,29.322,-14.180,12.608,-6.072,14.356,-5.441,158.350,-180.000,29.322,-14.180,12.729,-6.072,14.356,-5.441
1.31667,18.306,30.522,15.593,112.641,4.646,107.803,2.031,-7.933,86.851,-47.623,-47.090,83.457,-7.660,-67.550,-24.651,-66.890,158.329,-180.000,29.418,-14.217,12.759,-6.119,14.471,-5.334,158.329,-180.000,29.418,-14.217,12.876,-6.119,14.471,-5.334
1.32083,18.152,30.641,15.639,112.614,4.794,107.958,2.033,-8.005,86.984,-47.667,-47.077,83.408,-7.617,-67.551,-24.674,-66.935,158.309,-180.000,29.513,-14.254,12.908,-6.165,14.580,-5.229,158.309,-180.000,29.513,-14.254,13.021,-6.165,14.580,-5.229
1.32500,18.000,30.758,15.683,112.587,4.941,108.115,2.033,-8.078,87.171,-47.663,-47.044,83.370,-7.472,-67.552,-24.710,-67.051,158.291,-180.000,29.607,-14.289,13.057,-6.210,14.686,-5.124,158.291,-180.000,29.607,-14.289,13.166,-6.210,14.686,-5.124
1.32917,17.851,30.873,15.726,112.559,5.086,108.272,2.032,-8.152,87.260,-47.712,-47.076,83.361,-7.509,-67.552,-24.712,-67.055,158.273,-180.000,29.700,-14.324,13.206,-6.256,14.787,-5.021,158.273,-180.000,29.700,-14.324,13.309,-6.256,14.787,-5.021
1.33333,17.704,30.986,15.767,112.530,5.230,108.430,2.029,-8.228,87.406,-47.740,-47.036,83.312,-7.278,-67.553,-24.730,-67.100,158.256,-180.000,29.791,-14.358,13.354,-6.301,14.884,-4.920,158.256,-180.000,29.791,-14.358,13.452,-6.301,14.884,-4.920
1.33750,17.559,31.097,15.807,112.501,5.373,108.589,2.024,-8.307,87.512,-47.789,-47.046,83.279,-7.222,-67.554,-24.742,-67.215,158.239,180.000,29.881,-14.391,13.501,-6.347,14.977,-4.821,158.239,180.000,29.881,-14.391,13.594,-6.347,14.977,-4.821
1.34167,17.417,31.206,15.846,112.471,5.515,108.749,2.016,-8.386,87.654,-47.816,-47.003,83.245,-7.123,-67.554,-24.756,-67.282,158.224,180.000,29.970,-14.425,13.648,-6.392,15.065,-4.724,158.224,180.000,29.970,-14.425,13.734,-6.392,15.065,-4.724
